LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,PPP,ERIC THESEIRA,MALE,,216,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,SF,CHOE SOON TEE,MALE,,684,LOST,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,ALLIANCE - UMNO,J. L. D'CRUZ,MALE,,1001,WON,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,REJECTED BALLOT PAPERS,,,,22,,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,TOTAL BALLOTS ISSUED,,,,1997,,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,TOTAL ELECTORATE,,,,2365,,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,UJONG PASIR WARD,TURNOUT (%),,,,84,,
LOCAL AUTHORITY AREA OF MUNICIPALITY OF THE TOWN AND FORT OF MALACCA,KUBU WARD,ALLIANCE - MCA,YIOW GEE HAI,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,PMIP,AHMAD BIN SALLEH,MALE,,187,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,ALLIANCE - UMNO,AMAN BIN BACHIK,MALE,,760,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,REJECTED BALLOT PAPERS,,,,24,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,TOTAL BALLOTS ISSUED,,,,971,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,TOTAL ELECTORATE,,,,1219,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,TURNOUT (%),,,,79.7,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,ALLIANCE - MCA,CHUA AH KAU,,,1130,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,SF,MOHAMED BIN MAHMUD,MALE,,384,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TOTAL BALLOTS ISSUED,,,,1535,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TOTAL ELECTORATE,,,,1906,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TURNOUT (%),,,,80.5,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,PMIP,ABU HASSAN BIN SIBOT,MALE,,290,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,UDP,WONG KIM SWEE,,,544,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,ALLIANCE - UMNO,MOHD. SAID BIN OTHMAN,MALE,,866,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TOTAL BALLOTS ISSUED,,,,1721,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TOTAL ELECTORATE,,,,2006,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TURNOUT (%),,,,85.8,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,SF,GOH CHEE YOON,,,266,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,ALLIANCE - MCA,LIAN SOO SENG,,,1006,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,TOTAL BALLOTS ISSUED,,,,1293,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,TOTAL ELECTORATE,,,,1662,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,TURNOUT (%),,,,77.8,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,SF,JAMIL BIN MD. SIN,MALE,,427,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,ALLIANCE - UMNO,OTHMAN BIN ABDUL,MALE,,1105,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,TOTAL BALLOTS ISSUED,,,,1553,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,TOTAL ELECTORATE,,,,2063,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG WARD,TURNOUT (%),,,,75.3,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,SF,LOW KIM SENG,,,788,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,ALLIANCE - MCA,NG CHIEW YAP,,,1060,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,REJECTED BALLOT PAPERS,,,,20,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,TOTAL BALLOTS ISSUED,,,,1868,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,TOTAL ELECTORATE,,,,2251,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU BERENDAM WARD,TURNOUT (%),,,,83,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,ALLIANCE - MCA,NG SWEE TECK,,,690,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,SF,GOH BOON LIAT,,,442,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,REJECTED BALLOT PAPERS,,,,16,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TOTAL BALLOTS ISSUED,,,,1148,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TOTAL ELECTORATE,,,,1575,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TURNOUT (%),,,,72.9,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,ALLIANCE - MCA,HEE AH PAW,,,980,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,SF,NG EE HENG,,,440,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,REJECTED BALLOT PAPERS,,,,29,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TOTAL BALLOTS ISSUED,,,,1449,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TOTAL ELECTORATE,,,,2107,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TURNOUT (%),,,,68.8,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,SF,LOW TIAM KEE,,,282,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,ALLIANCE - UMNO,JAFFAR BIN MUSTAFFA,MALE,,1299,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,REJECTED BALLOT PAPERS,,,,39,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,TOTAL BALLOTS ISSUED,,,,1620,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,TOTAL ELECTORATE,,,,2474,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,TURNOUT (%),,,,65.4,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,ALLIANCE - MCA,HO TECK SHING,,,687,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,SF,SEE AH TUCK,,,410,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,REJECTED BALLOT PAPERS,,,,37,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TOTAL BALLOTS ISSUED,,,,1134,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TOTAL ELECTORATE,,,,1578,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TURNOUT (%),,,,69.5,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,SF,CHONG CHONG,,,394,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,ALLIANCE - UMNO,HUSIN BIN MAAJI,MALE,,1150,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,REJECTED BALLOT PAPERS,,,,53,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,TOTAL BALLOTS ISSUED,,,,1597,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,TOTAL ELECTORATE,,,,2018,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,TURNOUT (%),,,,79.1,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,ALLIANCE - UMNO,A. MAJED BIN MAHMOD,MALE,,914,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,SF,SIDEK BIN AHMAD,MALE,,116,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TOTAL BALLOTS ISSUED,,,,1044,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TOTAL ELECTORATE,,,,1044,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TURNOUT (%),,,,78.3,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,ALLIANCE - UMNO,ROOSE BIN HAJI SIDEK,MALE,,915,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,SF,SUHOOD BIN HAJI A. SALAM,MALE,,238,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TOTAL BALLOTS ISSUED,,,,1167,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TOTAL ELECTORATE,,,,1167,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TURNOUT (%),,,,87,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,PMIP,AB. RAUF BIN ALIAS,MALE,,300,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,ALLIANCE - UMNO,AB. GHANI BIN ABU HASSAN,MALE,,971,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,TOTAL BALLOTS ISSUED,,,,1292,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,TOTAL ELECTORATE,,,,1292,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,ALAI WARD,TURNOUT (%),,,,79.8,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,ALLIANCE - UMNO,S. H. MD. TAHIR BIN HASSAN,MALE,,1057,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,PMIP,A. HAMID,MALE,,220,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,TOTAL BALLOTS ISSUED,,,,1294,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,TOTAL ELECTORATE,,,,1294,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TELOK MAS WARD,TURNOUT (%),,,,83.6,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SUNGEI UDANG WARD,ALLIANCE - UMNO,HAJI HASHIM BIN HAJI LONG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEMABOK WARD,ALLIANCE - UMNO,ABDUL HAMID BIN ABDULLAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,TANGGA BATU WARD,ALLIANCE - MCA,ONG GEOK CHAN,,,,WON,Y
