LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,TEMENGGONG AHMAD WARD,TOTAL BALLOTS ISSUED,,,,1187,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,TEMENGGONG AHMAD WARD,TOTAL ELECTORATE,,,,1692,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,TEMENGGONG AHMAD WARD,TURNOUT (%),,,,70.2,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,ALLIANCE - UMNO,HJ. MOHD. DAHAN BIN HJ. LASSIM,MALE,,655,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,SF,HJ. A. HAMID BIN HASSAN,MALE,,344,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,PPP,LYE PONG MOI,,,33,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,REJECTED BALLOT PAPERS,,,,42,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,TOTAL BALLOTS ISSUED,,,,1074,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,TOTAL ELECTORATE,,,,1637,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,SUNGEI ABONG WARD,TURNOUT (%),,,,66,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,SF,KOH EP POH,,,606,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,PPP,HASSAN BIN ARSAT,MALE,,87,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,ALLIANCE - MCA,LIM BOON ENG,,,607,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,REJECTED BALLOT PAPERS,,,,16,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,TOTAL BALLOTS ISSUED,,,,1316,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,TOTAL ELECTORATE,,,,1694,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM UTARA WARD,TURNOUT (%),,,,77.6,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,ALLIANCE - MCA,LAU KENG SIONG,,,619,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,SF,KOH LENG HEE,,,528,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,REJECTED BALLOT PAPERS,,,,29,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,TOTAL BALLOTS ISSUED,,,,1176,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,TOTAL ELECTORATE,,,,1579,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT TIRAM SELATAN WARD,TURNOUT (%),,,,74.47,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,UDP,OU YANG KWAN,,,70,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,SF,TAN KOR CHEE,,,552,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,ALLIANCE - MCA,LIM CHAN CHOR,,,508,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,PPP,KUEK AH CHAI,,,26,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,REJECTED BALLOT PAPERS,,,,13,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,TOTAL BALLOTS ISSUED,,,,1169,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,TOTAL ELECTORATE,,,,1446,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR TIMOR WARD,TURNOUT (%),,,,80.84,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,ALLIANCE - MCA,LEE GEOK THUAN,,,692,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,SF,LEE BOON PIN,,,837,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,PPP,GOH LYE SENG,,,34,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,REJECTED BALLOT PAPERS,,,,25,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,TOTAL BALLOTS ISSUED,,,,1563,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,TOTAL ELECTORATE,,,,2074,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD TIMOR WARD,TURNOUT (%),,,,76.56,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,UDP,CHIA CHENG SWEE,,,237,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,ALLIANCE - MCA,YAM FOOK TONG,,,666,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,SF,LIM SENG BOON,,,421,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,PPP,WONG FONG PHUAN,,,46,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,TOTAL BALLOTS ISSUED,,,,1377,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,TOTAL ELECTORATE,,,,1756,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,BANDAR BARAT WARD,TURNOUT (%),,,,78.4,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,SF,LIM CHONG SEE,,,683,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,ALLIANCE - UMNO,M. TAHA BIN M. SHARIFF,MALE,,714,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,PPP,K. R. SUPPIAH,MALE,,32,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,TOTAL BALLOTS ISSUED,,,,1446,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,TOTAL ELECTORATE,,,,1975,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,JALAN DAUD BARAT WARD,TURNOUT (%),,,,73.3,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,ALLIANCE - UMNO,BACHOK BIN KASSIM,MALE,,744,WON,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,SF,SULAIMAN BIN HJ. SAMSUDIN,MALE,,388,LOST,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,REJECTED BALLOT PAPERS,,,,23,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,TOTAL BALLOTS ISSUED,,,,1155,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,TOTAL ELECTORATE,,,,1748,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PARIT PRUPOK WARD,TURNOUT (%),,,,63.7,,
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,MAHARANI WARD,ALLIANCE - UMNO,MOHAMED DON BIN HAJI HASSANUDIN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF BANDAR MAHARANI,PANTAI WARD,ALLIANCE - UMNO,HAPSAH BTI ABDUL MAJID,FEMALE,,,WON,Y
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,INDEPENDENT,OTHMAN BIN LUDIN (PET),MALE,,344,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,UDP,ABDUL AZIZ BIN HAJI SADRI,MALE,,267,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,ALLIANCE - MIC,P. KARNAIL SINGH,,,213,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,REJECTED BALLOT PAPERS,,,,13,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,TOTAL BALLOTS ISSUED,,,,837,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,TOTAL ELECTORATE,,,,837,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,MOHAMED AKIL WARD,TURNOUT (%),,,,73,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,UDP,LEE AH GU,,,580,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,ALLIANCE - MCA,KANG KOK CHIANG,,,377,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,TOTAL BALLOTS ISSUED,,,,968,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,TOTAL ELECTORATE,,,,1167,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BAKAU CHONDONG TIMOR WARD,TURNOUT (%),,,,82.93,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,UDP,LOW KOK HOON,,,261,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,SF,LAI HUNG KEONG,,,315,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,ALLIANCE - UMNO,MOHD. SALLEH BIN HJ. SHARKAWI,MALE,,279,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,TOTAL BALLOTS ISSUED,,,,866,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,TOTAL ELECTORATE,,,,1030,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,BROLEH TENGAH WARD,TURNOUT (%),,,,84,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,UDP,NG BOON HIONG,,,64,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,ALLIANCE - MCA,KOH YOK CHIN,,,552,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,SF,NG JIN LAM,,,500,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,TOTAL BALLOTS ISSUED,,,,1128,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,TOTAL ELECTORATE,,,,1285,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,SHAHBANDAR WARD,TURNOUT (%),,,,88.5,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,ALLIANCE - MCA,ONG HUNG CHIN,,,399,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,SF,CHAN POI KUAN,,,435,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,UDP,TAN KWANG PONG,,,134,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,TOTAL BALLOTS ISSUED,,,,982,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,TOTAL ELECTORATE,,,,1192,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN JENANG WARD,TURNOUT (%),,,,82.4,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,UDP,MOHAMED BIN ABDULLAH (ROBERT),MALE,,143,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,SF,LIM KIM HUA,,,500,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,ALLIANCE - UMNO,HJ. A. RAHMAN BIN MUSTAFFA,MALE,,465,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,TOTAL BALLOTS ISSUED,,,,1120,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,TOTAL ELECTORATE,,,,1364,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ABU BAKAR WARD,TURNOUT (%),,,,81.3,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,UDP,YAP KEE SENG,,,284,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,INDEPENDENT,SYED AGIL BIN ABDULLAH ALHADAD,MALE,,478,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,ALLIANCE - UMNO,SYED IDROES BIN MOHSIN,MALE,,469,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,TOTAL BALLOTS ISSUED,,,,1242,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,TOTAL ELECTORATE,,,,1552,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,JALAN ZABEDAH TIMOR WARD,TURNOUT (%),,,,80,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,INDEPENDENT,ALI BIN HJ. ARIFF,MALE,,204,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,UDP,LIM BENG HUI,,,325,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,ALLIANCE - UMNO,HUSSEIN BIN PARDON,MALE,,482,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,TOTAL BALLOTS ISSUED,,,,1022,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,TOTAL ELECTORATE,,,,1022,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,TANJONG LABOH WARD,TURNOUT (%),,,,72.9,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,UDP,WONG AH CHOO,,,131,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,ALLIANCE - MCA,TAN JOO SOON,,,513,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,SF,LEO KOT CHEE,,,498,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,REJECTED BALLOT PAPERS,,,,13,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,TOTAL BALLOTS ISSUED,,,,1155,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,TOTAL ELECTORATE,,,,1429,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PASAR WARD,TURNOUT (%),,,,79.9,,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PANTAI WARD,ALLIANCE - MCA,ONG INN FATT,,,390,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PANTAI WARD,UDP,NEO CHIN HWA,,,204,LOST,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PANTAI WARD,SF,SEOW HOW CHIN,,,466,WON,
LOCAL AUTHORITY AREA OF BANDAR PENGGARAM,PANTAI WARD,REJECTED BALLOT PAPERS,,,,9,,
