LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR SELATAN WARD,TURNOUT (%),,,,76.6,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,ALLIANCE - MCA,SAW BENG KUAN,,,548,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,SF,NG SEE HOO,,,509,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,TOTAL BALLOTS ISSUED,,,,1060,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,TOTAL ELECTORATE,,,,1427,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR TENGAH WARD,TURNOUT (%),,,,74,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,PPP,NEOH SOON KUAN,,,514,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,ALLIANCE - MCA,ONG HOCK CHYE,,,380,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,TOTAL BALLOTS ISSUED,,,,898,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,TOTAL ELECTORATE,,,,1145,,
LOCAL AUTHORITY AREA OF TELOK ANSON,PASIR BEDAMAR UTARA WARD,TURNOUT (%),,,,78,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,ALLIANCE - MCA,SOON WHAN CHYE,,,447,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,PPP,LOU ENG SEONG,,,285,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,TOTAL BALLOTS ISSUED,,,,741,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,TOTAL ELECTORATE,,,,960,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SUNGEI NIBONG WARD,TURNOUT (%),,,,77.1,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,ALLIANCE - MCA,DR. NG KAM POH,,,562,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,UDP,TOO JOON HING,,,416,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,TOTAL BALLOTS ISSUED,,,,989,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,TOTAL ELECTORATE,,,,1212,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN ANSON WARD,TURNOUT (%),,,,81.6,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,ALLIANCE - MCA,WAH KENG JOOI,,,642,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,PPP,P.S. VELU,MALE,,313,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,TOTAL BALLOTS ISSUED,,,,960,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,TOTAL ELECTORATE,,,,1221,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN MARKET TIMOR WARD,TURNOUT (%),,,,78.6,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,ALLIANCE - UMNO,SOM BINTI ABDULLAH,FEMALE,,569,WON,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,UDP,HAMZAH BIN LOP,MALE,,271,LOST,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,TOTAL BALLOTS ISSUED,,,,843,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,TOTAL ELECTORATE,,,,1177,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN CANAL WARD,TURNOUT (%),,,,71.5,,
LOCAL AUTHORITY AREA OF TELOK ANSON,JALAN SPEEDY WARD,ALLIANCE - UMNO,MOHD. BAKI BIN ABAS,MALE,,,WON,Y
