LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TOTAL BALLOTS ISSUED,,,,2100,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TOTAL ELECTORATE,,,,2715,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TURNOUT (%),,,,76.7,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,SF,ZAINAL BIN GHANI,MALE,,528,LOST,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,ALLIANCE - MCA,LUM KIN TUCK,MALE,,674,WON,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,PPP,CHEW YONG KIM,MALE,,290,LOST,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,REJECTED BALLOT PAPERS,,,,26,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TOTAL BALLOTS ISSUED,,,,1518,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TOTAL ELECTORATE,,,,2026,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TURNOUT (%),,,,74,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,INDEPENDENT,LEE HUI GIAN,MALE,,432,LOST,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,PPP,NG TONG HIN,MALE,,505,LOST,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,ALLIANCE - MIC,RAMANATHAN S/O GOVINDAN,MALE,,980,WON,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,REJECTED BALLOT PAPERS,,,,26,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TOTAL BALLOTS ISSUED,,,,1943,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TOTAL ELECTORATE,,,,2738,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TURNOUT (%),,,,70.9,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,PPP,STEPHEN NATHAN,MALE,,345,LOST,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,SF,ABU BAKAR BIN HUSSAIN,MALE,,337,LOST,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,ALLIANCE - UMNO,MOHD. ALI BIN HJ. GHANI,MALE,,703,WON,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TOTAL BALLOTS ISSUED,,,,1416,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TOTAL ELECTORATE,,,,2037,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TURNOUT (%),,,,67.1,,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,SF,ABDUL AZIZ BIN ISMAIL,MALE,,442,LOST,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,ALLIANCE - UMNO,MOHD. YAMIN BIN ABDUL KADIR,MALE,,1148,WON,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,TOTAL BALLOTS ISSUED,,,,1607,,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,TOTAL ELECTORATE,,,,2460,,
LOCAL AUTHORITY AREA OF KLANG,TELOK GADONG BESAR WARD,TURNOUT (%),,,,65.3,,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,PPP,KANDASAMY RUKKUMANI,FEMALE,26,140,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,ALLIANCE - MCA,LIM GEOK CHAN,MALE,,918,LOST,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,SF,GOH KONG HEE,MALE,,1662,WON,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,TOTAL BALLOTS ISSUED,,,,2751,,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,TOTAL ELECTORATE,,,,3096,,
LOCAL AUTHORITY AREA OF KLANG,PENDAMARAN WARD,TURNOUT (%),,,,88.8,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,PPP,TEOH SOON,MALE,,155,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,ALLIANCE - MIC,RAMAN GOVINDASAMY,MALE,,771,WON,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,SF,SUPPIAH S/O GOPAL,MALE,,660,LOST,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,REJECTED BALLOT PAPERS,,,,26,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TOTAL BALLOTS ISSUED,,,,1612,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TOTAL ELECTORATE,,,,2288,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TURNOUT (%),,,,71.8,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,SF,MOKHTAR BIN ABDULLAH,MALE,38,425,LOST,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,ALLIANCE - UMNO,SOYAH BINTI TALIB,FEMALE,43,668,WON,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,REJECTED BALLOT PAPERS,,,,32,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TOTAL BALLOTS ISSUED,,,,1125,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TOTAL ELECTORATE,,,,1577,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TURNOUT (%),,,,69.3,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,PPP,TAN YEON SAN,MALE,,101,LOST DEPOSIT,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,SF,NADARASA NADARAJA M,MALE,,718,WON,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,ALLIANCE - MCA,GAN CHING YEN,MALE,,598,LOST,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,REJECTED BALLOT PAPERS,,,,42,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TOTAL BALLOTS ISSUED,,,,1459,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TOTAL ELECTORATE,,,,1983,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TURNOUT (%),,,,73.5,,
