LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,SUNGEI SEMANTAN TIMOR WARD,ALLIANCE - UMNO,A. WAHAB BIN M. ZABIDIN,MALE,,40,LOST,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,SUNGEI SEMANTAN TIMOR WARD,REJECTED BALLOT PAPERS,,,,1,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,SUNGEI SEMANTAN TIMOR WARD,TOTAL BALLOTS ISSUED,,,,130,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,SUNGEI SEMANTAN TIMOR WARD,TOTAL ELECTORATE,,,,207,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,SUNGEI SEMANTAN TIMOR WARD,TURNOUT (%),,,,62.8,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,SF,YAP KIM CHUAN,,,143,LOST,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,ALLIANCE - MCA,LOW KONG NAM,,,234,WON,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,TOTAL BALLOTS ISSUED,,,,381,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,TOTAL ELECTORATE,,,,540,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB TIMOR WARD,TURNOUT (%),,,,70.6,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,SF,ZAINAL ABIDIN BIN ALI,MALE,,148,LOST,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,ALLIANCE - UMNO,ABD. AZIZ BIN MD. AKIB,MALE,,230,WON,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,TOTAL BALLOTS ISSUED,,,,392,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,TOTAL ELECTORATE,,,,523,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB UTARA WARD,TURNOUT (%),,,,74.9,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,SF,POON SUNG SAN,,,138,LOST,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,ALLIANCE - MCA,TAN PANG YEE,,,182,WON,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,TOTAL BALLOTS ISSUED,,,,323,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,TOTAL ELECTORATE,,,,399,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG MENTEKAB TENGAH WARD,TURNOUT (%),,,,80.9,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",ALLIANCE - MCA,WONG KONG CHAH,,,143,LOST,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",SF,LIM ONG HANG,,,169,WON,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",TOTAL BALLOTS ISSUED,,,,318,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",TOTAL ELECTORATE,,,,397,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG SUNGEI ARA, MENTEKAB WARD",TURNOUT (%),,,,80.1,,
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,KAMPONG BAHRU WARD,ALLIANCE - MCA,TAN MENG CHUA,,,,WON,Y
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR TEMERLOH LUAR WARD,ALLIANCE - MCA,YOW SZE CHEE,,,,WON,Y
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR TEMERLOH WARD,ALLIANCE - MCA,TAN MIANG PATT,,,,WON,Y
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,BANDAR MENTEKAB WARD,ALLIANCE - MCA,NG KIM KEE,,,,WON,Y
LOCAL AUTHORITY AREA OF TEMERLOH & MENTEKAB,"KAMPONG CHATAING, MENTEKAB WARD",ALLIANCE - UMNO,M. SAID BIN SINGAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,ALLIANCE - UMNO,"TOK MUDA AWANG MUSTAPHA BIN IMAN ISA, J.P.",MALE,,184,WON,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,SF,LOR SHEM,,,90,LOST,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,281,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,TOTAL ELECTORATE,,,,352,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG TENGAH WARD,TURNOUT (%),,,,79.8,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,SF,CHING KUAI,,,219,LOST,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,ALLIANCE - UMNO,MAT PIAH BIN ABDULLAH,MALE,,223,WON,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,TOTAL BALLOTS ISSUED,,,,459,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,TOTAL ELECTORATE,,,,534,,
LOCAL AUTHORITY AREA OF BENTONG,CHAMANG WARD,TURNOUT (%),,,,85.9,,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,SF,SEOW TOONG SANG,,,360,WON,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,ALLIANCE - MCA,LEONG TONG,,,117,LOST,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,TOTAL BALLOTS ISSUED,,,,483,,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,TOTAL ELECTORATE,,,,602,,
LOCAL AUTHORITY AREA OF BENTONG,REPAS WARD,TURNOUT (%),,,,80.2,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,ALLIANCE - MCA,LEE SEE CHUN,,,228,LOST,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,UDP,TOH WAI THENG,,,266,WON,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,REJECTED BALLOT PAPERS,,,,10,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,TOTAL BALLOTS ISSUED,,,,504,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,TOTAL ELECTORATE,,,,604,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG LUAR WARD,TURNOUT (%),,,,83.4,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,SF,LOW KOON KONG,,,121,LOST,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,ALLIANCE - MCA,TAN KUNG CHUAN,,,185,WON,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,TOTAL BALLOTS ISSUED,,,,308,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,TOTAL ELECTORATE,,,,411,,
LOCAL AUTHORITY AREA OF BENTONG,BENTONG DALAM WARD,TURNOUT (%),,,,74.9,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,ALLIANCE - MCA,HOH CHEE CHEONG,,,134,LOST,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,INDEPENDENT,LEE YEW KWONG,,,213,WON,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,TOTAL BALLOTS ISSUED,,,,349,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,TOTAL ELECTORATE,,,,423,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG UTARA WARD,TURNOUT (%),,,,82.5,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,UDP,THON PANG HUAT,,,145,LOST,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,ALLIANCE - MCA,CHEW SENG TOONG,,,337,WON,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,486,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,TOTAL ELECTORATE,,,,559,,
LOCAL AUTHORITY AREA OF BENTONG,BANDAR BENTONG SELATAN WARD,TURNOUT (%),,,,86.9,,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,ALLIANCE - MCA,JOO SHEK HOONG,,,149,LOST,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,SF,LEE HOOI CHEE,,,291,WON,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,TOTAL BALLOTS ISSUED,,,,454,,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,TOTAL ELECTORATE,,,,563,,
LOCAL AUTHORITY AREA OF BENTONG,KEMANSUR TIMOR WARD,TURNOUT (%),,,,80.6,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,ALLIANCE - MCA,PHANG KUM,,,139,LOST,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,SF,WONG KENG CHONG,,,303,WON,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,TOTAL BALLOTS ISSUED,,,,446,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,TOTAL ELECTORATE,,,,493,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING LAMA WARD,TURNOUT (%),,,,90.5,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,UDP,LO CHIEW CHUEN,,,365,WON,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,ALLIANCE - MCA,YOW TOHAN SAI,,,153,LOST,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,TOTAL BALLOTS ISSUED,,,,523,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,TOTAL ELECTORATE,,,,595,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BAHRU WARD,TURNOUT (%),,,,87.9,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,ALLIANCE - MCA,KAM AH CHAI @ CHOW SYH KWANG,,,210,LOST,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,UDP,LEE AH KUM,,,260,WON,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,TOTAL BALLOTS ISSUED,,,,476,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,TOTAL ELECTORATE,,,,516,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING BARAT WARD,TURNOUT (%),,,,92.2,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,SF,CHIA KIA PHO,,,219,WON,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,ALLIANCE - MCA,CHIN MOK NAM,,,160,LOST,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,TOTAL BALLOTS ISSUED,,,,387,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,TOTAL ELECTORATE,,,,432,,
LOCAL AUTHORITY AREA OF BENTONG,PERTING TIMOR WARD,TURNOUT (%),,,,89.6,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,ALLIANCE - UMNO,ABU BAKAR BIN BAGINDA BESAR,MALE,,196,LOST,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,SF,PHOON CHEE KAI,,,234,WON,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,TOTAL BALLOTS ISSUED,,,,433,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,TOTAL ELECTORATE,,,,524,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI UTARA WARD,TURNOUT (%),,,,82.6,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI SELATAN WARD,UDP,LU SEE AKAM,,,186,LOST,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI SELATAN WARD,ALLIANCE - UMNO,AWANG BIN TO' MUDA MAT ZIN,MALE,,313,WON,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI SELATAN WARD,REJECTED BALLOT PAPERS,,,,10,,
LOCAL AUTHORITY AREA OF BENTONG,KAMPONG KETARI SELATAN WARD,TOTAL BALLOTS ISSUED,,,,509,,
