LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF ALOR STAR,SIMPANG KUALA WARD,REJECTED BALLOT PAPERS,,,,19,,
LOCAL AUTHORITY AREA OF ALOR STAR,SIMPANG KUALA WARD,TOTAL BALLOTS ISSUED,,,,1404,,
LOCAL AUTHORITY AREA OF ALOR STAR,SIMPANG KUALA WARD,TOTAL ELECTORATE,,,,2114,,
LOCAL AUTHORITY AREA OF ALOR STAR,SIMPANG KUALA WARD,TURNOUT (%),,,,66.5,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,SEKOLAH WARD,ALLIANCE - UMNO,ABDUL SAMAD BIN OSMAN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PENGKALAN WARD,ALLIANCE - UMNO,WAN SOO BINTI HJ. AHMAD,FEMALE,,,WON,Y
LOCAL AUTHORITY AREA OF SUNGEI PATANI,GLUGOR TIMOR WARD,ALLIANCE - UMNO,CHE RUS BIN AHMAD,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,INDEPENDENT,TAN AH LIANG @ TAN CHIANG HWA,,,225,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,ALLIANCE - UMNO,ISMAIL BIN MD. NOOR,MALE,,269,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,TOTAL BALLOTS ISSUED,,,,499,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,TOTAL ELECTORATE,,,,659,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,AYER MENIDEH WARD,TURNOUT (%),,,,76,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,ALLIANCE - MIC,A. SUPRAMANIAM,MALE,,336,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,SF,S.A. JOSEPH,MALE,,319,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,TOTAL BALLOTS ISSUED,,,,663,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,TOTAL ELECTORATE,,,,884,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,JALAN SEKERAT WARD,TURNOUT (%),,,,75,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,UDP,ONG BOON SEONG,MALE,,305,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,ALLIANCE - MCA,LOO CHOR SIN,,,270,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,TOTAL BALLOTS ISSUED,,,,583,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,TOTAL ELECTORATE,,,,893,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BANDAR WARD,TURNOUT (%),,,,65.2,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,UDP,CHOO SEE CHOON,,,348,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,ALLIANCE - MCA,TAN SWEE KUAN @ TONG SWEE KONG,,,350,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,TOTAL BALLOTS ISSUED,,,,701,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,TOTAL ELECTORATE,,,,883,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PETERI WARD,TURNOUT (%),,,,79.5,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,UDP,LIM THEAN SOO,,,75,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,SF,CHE AHMAD JAN BIN ABDUL HAMID,MALE,,243,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,ALLIANCE - MCA,CHIN ANN YEN,,,139,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,TOTAL BALLOTS ISSUED,,,,460,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,TOTAL ELECTORATE,,,,520,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG TIMOR WARD,TURNOUT (%),,,,88.5,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,ALLIANCE - UMNO,HARUN BIN HAJI CHIK,MALE,,455,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,SF,MUSTAFA BIN ARIFFIN,MALE,,432,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,TOTAL BALLOTS ISSUED,,,,890,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,TOTAL ELECTORATE,,,,1042,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BAKAR ARANG BARAT WARD,TURNOUT (%),,,,85.4,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,SF,TAN HAI LUN @ TAN SIM HENG,,,362,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,ALLIANCE - MCA,LYE POK SIH @ LAI POO CHOON,,,174,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,TOTAL BALLOTS ISSUED,,,,538,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,TOTAL ELECTORATE,,,,670,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA UTARA WARD,TURNOUT (%),,,,80.3,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,ALLIANCE - MCA,LIM HUN SWA,,,161,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,SF,TEH PEK CHOON,,,451,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,TOTAL BALLOTS ISSUED,,,,615,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,TOTAL ELECTORATE,,,,825,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,PEKAN LAMA SELATAN WARD,TURNOUT (%),,,,74.1,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,SF,KUNG OOI BENG,,,543,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,ALLIANCE - MCA,LEW KOOI HEONG,,,168,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,TOTAL BALLOTS ISSUED,,,,713,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,TOTAL ELECTORATE,,,,862,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,TOKONG HINDU WARD,TURNOUT (%),,,,82.7,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,SF,YAHYA BIN MAHAMUD,MALE,,194,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,ALLIANCE - UMNO,NORMAH BINTI KAMARUDDIN,FEMALE,,416,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,TOTAL BALLOTS ISSUED,,,,616,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,TOTAL ELECTORATE,,,,974,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,KAMPONG RAJA WARD,TURNOUT (%),,,,63.2,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,ALLIANCE - UMNO,ABDUL AZIZ BIN OSMAN,MALE,,481,WON,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,SF,ABDUL RAHMAN BIN DAUD,MALE,,289,LOST,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,REJECTED BALLOT PAPERS,,,,18,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,TOTAL BALLOTS ISSUED,,,,788,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,TOTAL ELECTORATE,,,,1130,,
LOCAL AUTHORITY AREA OF SUNGEI PATANI,BATU DUA WARD,TURNOUT (%),,,,69,,
LOCAL AUTHORITY AREA OF KULIM,BUKIT AWI WARD,ALLIANCE - UMNO,ENDOT BIN ABU BAKAR,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,ALLIANCE - MCA,CHOO SAY NAM @ CHOO AH HOCK,,,444,WON,
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,SF,P.K.M. KAMARUL ZAMAN,MALE,,296,LOST,
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,TOTAL BALLOTS ISSUED,,,,752,,
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,TOTAL ELECTORATE,,,,904,,
LOCAL AUTHORITY AREA OF KULIM,KELANG LAMA WARD,TURNOUT (%),,,,83.1,,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,ALLIANCE - UMNO,MD. ISA BIN HJ SALLEH,MALE,,335,WON,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,UDP,ABD. KAMAL BIN AYOB,MALE,,180,LOST,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,REJECTED BALLOT PAPERS,,,,15,,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,TOTAL BALLOTS ISSUED,,,,530,,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,TOTAL ELECTORATE,,,,659,,
LOCAL AUTHORITY AREA OF KULIM,SIMPANG TIGA WARD,TURNOUT (%),,,,80.7,,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,UDP,CHEW SIONG MOH,,,172,LOST,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,ALLIANCE - MCA,CHEW PENG HONG,,,175,WON,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,TOTAL BALLOTS ISSUED,,,,356,,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,TOTAL ELECTORATE,,,,536,,
LOCAL AUTHORITY AREA OF KULIM,SUNGEI KELADI WARD,TURNOUT (%),,,,66.4,,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,ALLIANCE - MCA,LIM TEOW KEE,,,159,LOST,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,UDP,YONG YAU HIONG,,,253,WON,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,TOTAL BALLOTS ISSUED,,,,414,,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,TOTAL ELECTORATE,,,,499,,
LOCAL AUTHORITY AREA OF KULIM,PASAR WARD,TURNOUT (%),,,,83,,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,SF,CHEW CHOON TAT,,,556,WON,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,ALLIANCE - MCA,OOI AH TU @ OOI SENG KIN,,,115,LOST,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,TOTAL BALLOTS ISSUED,,,,676,,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,TOTAL ELECTORATE,,,,898,,
LOCAL AUTHORITY AREA OF KULIM,KAMPONG KELADI WARD,TURNOUT (%),,,,74.7,,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,SF,ENG AH HUAT @ OOI AH HUAT,,,370,WON,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,ALLIANCE - MCA,CHENG SHIN MIN,,,263,LOST,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,TOTAL BALLOTS ISSUED,,,,636,,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,TOTAL ELECTORATE,,,,884,,
LOCAL AUTHORITY AREA OF KULIM,KELANG SAGO WARD,TURNOUT (%),,,,71.9,,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,ALLIANCE - MCA,LEONG MAN KAI,,,208,WON,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,UDP,WOON SE CHONG,,,133,LOST,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,TOTAL BALLOTS ISSUED,,,,348,,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,TOTAL ELECTORATE,,,,517,,
LOCAL AUTHORITY AREA OF KULIM,JALAN ASAAD WARD,TURNOUT (%),,,,67.3,,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,ALLIANCE - MCA,KOW CHIN CHUAN @ KOW KENG THUAN,,,225,WON,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,UDP,KASSIM BIN NORDIN,MALE,,202,LOST,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,TOTAL BALLOTS ISSUED,,,,430,,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,TOTAL ELECTORATE,,,,529,,
LOCAL AUTHORITY AREA OF KULIM,PEKAN WARD,TURNOUT (%),,,,81.3,,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,SF,YONG HOCK THENG @ YONG HAK HIN,,,326,WON,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,ALLIANCE - UMNO,MD. NOOR BIN MD. YUSOFF,MALE,,309,LOST,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,SF,YOH KIM SOON,,,305,LOST,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,ALLIANCE - MIC,V.G. THANGIAH S/O VETHAKAN,MALE,,322,WON,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,REJECTED BALLOT PAPERS,,,,18,,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,TOTAL ELECTORATE,,,,1011,,
LOCAL AUTHORITY AREA OF KULIM,BAKAR SAMPAH WARD,TURNOUT (%),,,,67.8,,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,UDP,A. MASHOR BIN M. KHALIDI,MALE,,43,LOST,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,ALLIANCE - UMNO,BIBI AISHAH HAMID DON,FEMALE,34,241,WON,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,TOTAL BALLOTS ISSUED,,,,287,,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,TOTAL ELECTORATE,,,,513,,
LOCAL AUTHORITY AREA OF KULIM,JALAN MERAH WARD,TURNOUT (%),,,,65.7,,
