LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,UDP,LIM HOCK CHOON,,,305,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,ALLIANCE - MCA,KHOO CHEOW HOCK,,,784,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,SF,HJ. ALI ARSHAD,MALE,,583,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,REJECTED BALLOT PAPERS,,,,47,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TOTAL BALLOTS ISSUED,,,,1719,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TOTAL ELECTORATE,,,,2231,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KEBUN SIREH WARD,TURNOUT (%),,,,77.05,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,SF,CHANG KUI HING,,,240,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,ALLIANCE - UMNO,HUSSAIN BIN CHIK,MALE,,1012,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,UDP,TAN KOK BAU,,,310,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,REJECTED BALLOT PAPERS,,,,38,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TOTAL BALLOTS ISSUED,,,,1600,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TOTAL ELECTORATE,,,,1921,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JURU WARD,TURNOUT (%),,,,83.3,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,UDP,HARUN BIN SIRAT,MALE,,395,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,SF,MOHAMAD BIN HJ. SALLEH,MALE,,370,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,ALLIANCE - MCA,CHAN HOOI KHIM,,,1194,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,REJECTED BALLOT PAPERS,,,,40,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TOTAL BALLOTS ISSUED,,,,1999,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TOTAL ELECTORATE,,,,2388,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MINYAK WARD,TURNOUT (%),,,,83.7,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,ALLIANCE - UMNO,A. RAHMAN BIN OMAR,MALE,,951,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,SF,MD. RAIN BIN MUSTAFFA,MALE,,510,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,REJECTED BALLOT PAPERS,,,,26,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TOTAL BALLOTS ISSUED,,,,1487,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TOTAL ELECTORATE,,,,1863,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT MERAH WARD,TURNOUT (%),,,,79.08,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,SF,MD. NOR BIN SALLEH,MALE,,446,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,ALLIANCE - MCA,LIM KOK HONG,,,636,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,UDP,KHOR THEAN KEE,,,194,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,REJECTED BALLOT PAPERS,,,,32,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TOTAL BALLOTS ISSUED,,,,1308,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TOTAL ELECTORATE,,,,1671,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",BUKIT LANGKAP WARD,TURNOUT (%),,,,78,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,ALLIANCE - UMNO,MEGAT HARON BIN MEGAT AZIZ,MALE,,761,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,UDP,HJ. AHMAD BIN HJ. ISMAIL,MALE,,117,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,INDEPENDENT,ABDUL BIN AHMAD,MALE,,441,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,SF,ISHAK BIN SUDIN,MALE,,266,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,REJECTED BALLOT PAPERS,,,,23,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,TOTAL BALLOTS ISSUED,,,,1608,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,TOTAL ELECTORATE,,,,2117,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",KUBANG SEMANG WARD,TURNOUT (%),,,,76,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,SF,SENAWI BIN HJ. ISMAIL,MALE,,289,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,ALLIANCE - UMNO,CHE YAN BTI. HAMID HUSSAIN,FEMALE,,1130,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,UDP,ISMAIL BIN MD. ISA,MALE,,315,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,37,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,1771,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TOTAL ELECTORATE,,,,2194,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL CENTRAL, PROVINCE WELLESLEY",JUNJONG TENGAH WARD,TURNOUT (%),,,,80.7,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,ALLIANCE - MCA,NG SWEE CHING,,,1232,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,SF,P. ANTHONY,MALE,,840,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,REJECTED BALLOT PAPERS,,,,42,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,TOTAL BALLOTS ISSUED,,,,2114,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,TOTAL ELECTORATE,,,,2456,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SIMPANG AMPAT WARD,TURNOUT (%),,,,86.7,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,ALLIANCE - UMNO,M. SAAD BIN HAJI ISAHAK,MALE,,325,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,SF,ADNAN BIN RABI,MALE,,101,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,INDEPENDENT,MOHD. NOOR BIN MAHMOOD,MALE,,740,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,REJECTED BALLOT PAPERS,,,,18,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,TOTAL BALLOTS ISSUED,,,,1184,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,TOTAL ELECTORATE,,,,1361,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TASEK WARD,TURNOUT (%),,,,86.9,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,SF,HNG PENG LIM,,,891,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,ALLIANCE - MCA,LAU HAI LOAK,,,1084,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,REJECTED BALLOT PAPERS,,,,17,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,TOTAL BALLOTS ISSUED,,,,1992,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,TOTAL ELECTORATE,,,,2246,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP UTARA WARD,TURNOUT (%),,,,83.6,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,ALLIANCE - MCA,YEW BOON TONG,,,635,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,SF,SAHADAT BIN HUSSAIN,MALE,,686,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,REJECTED BALLOT PAPERS,,,,24,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,TOTAL BALLOTS ISSUED,,,,1345,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,TOTAL ELECTORATE,,,,1724,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP WARD,TURNOUT (%),,,,78,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,SF,CHUAH PENG LIM,,,967,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,ALLIANCE - MCA,LIM TEIK HOE,,,756,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,REJECTED BALLOT PAPERS,,,,33,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,TOTAL BALLOTS ISSUED,,,,1756,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,TOTAL ELECTORATE,,,,2082,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",SUNGEI BAKAP SELATAN WARD,TURNOUT (%),,,,84.43,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,ALLIANCE - UMNO,M. MOHAMED ISMAIL,MALE,,1025,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,SF,A. ARUMUGAM,MALE,,1142,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,REJECTED BALLOT PAPERS,,,,38,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,TOTAL BALLOTS ISSUED,,,,2205,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,TOTAL ELECTORATE,,,,2755,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",CALEDONIA WARD,TURNOUT (%),,,,80.03,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,SF,SEOW HUN BOO,,,1281,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,ALLIANCE - UMNO,RADZI BIN HAJI SAAD,MALE,,1159,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,REJECTED BALLOT PAPERS,,,,33,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,TOTAL BALLOTS ISSUED,,,,2473,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,TOTAL ELECTORATE,,,,2906,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",BUKIT PANCHOR WARD,TURNOUT (%),,,,85.09,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,ALLIANCE - UMNO,HJ. MD. YUSOFF BIN HJ. HASHIM,MALE,,908,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,SF,MD. NOOR BIN SHAARI,MALE,,722,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,REJECTED BALLOT PAPERS,,,,28,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,TOTAL BALLOTS ISSUED,,,,1658,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,TOTAL ELECTORATE,,,,2131,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",KUALA KRIAN WARD,TURNOUT (%),,,,77.08,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,ALLIANCE - UMNO,HASHIM BIN PUTEH,MALE,,899,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,SF,M. LAZIM BIN ABDUL SAMAT,MALE,,603,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,REJECTED BALLOT PAPERS,,,,45,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,TOTAL BALLOTS ISSUED,,,,1547,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,TOTAL ELECTORATE,,,,2174,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY",TO'MAHAT WARD,TURNOUT (%),,,,70.69,,
