UNIQUE ID,LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY,NOMINATION DATE,POLLING DATE
1962JRDC4,JESSELTON RURAL DISTRICT COUNCIL,TELIPOK,TOTAL BALLOTS ISSUED,,,,1764,,,26 NOV 1962,16 DEC 1962
1962JRDC5,JESSELTON RURAL DISTRICT COUNCIL,TELIPOK,TOTAL ELECTORATE,,,,2157,,,26 NOV 1962,16 DEC 1962
1962JRDC6,JESSELTON RURAL DISTRICT COUNCIL,TELIPOK,TURNOUT (%),,,,81.4,,,26 NOV 1962,16 DEC 1962
1962JRDC7,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,USNO,GANING BIN JANGKAT,MALE,,1203,WON,,26 NOV 1962,16 DEC 1962
1962JRDC8,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,UNKO,STEPHEN TIBOK,MALE,,682,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC9,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,PM,CHAN TET HIN,,,663,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC10,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,SPOILT BALLOT PAPERS,,,,52,,,26 NOV 1962,16 DEC 1962
1962JRDC11,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,TOTAL BALLOTS ISSUED,,,,2600,,,26 NOV 1962,16 DEC 1962
1962JRDC12,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,TOTAL ELECTORATE,,,,2761,,,26 NOV 1962,16 DEC 1962
1962JRDC13,JESSELTON RURAL DISTRICT COUNCIL,MENGGATAL,TURNOUT (%),,,,94,,,26 NOV 1962,16 DEC 1962
1962JRDC14,JESSELTON RURAL DISTRICT COUNCIL,INANAM,UNKO,IGNATIUS PETER DAIN,MALE,,952,WON,,26 NOV 1962,16 DEC 1962
1962JRDC15,JESSELTON RURAL DISTRICT COUNCIL,INANAM,USNO,BAKAR BIN BOSOH,MALE,,628,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC16,JESSELTON RURAL DISTRICT COUNCIL,INANAM,PM,KORING BIN BASILAN,MALE,,454,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC17,JESSELTON RURAL DISTRICT COUNCIL,INANAM,SPOILT BALLOT PAPERS,,,,63,,,26 NOV 1962,16 DEC 1962
1962JRDC18,JESSELTON RURAL DISTRICT COUNCIL,INANAM,TOTAL BALLOTS ISSUED,,,,2097,,,26 NOV 1962,16 DEC 1962
1962JRDC19,JESSELTON RURAL DISTRICT COUNCIL,INANAM,TOTAL ELECTORATE,,,,2527,,,26 NOV 1962,16 DEC 1962
1962JRDC20,JESSELTON RURAL DISTRICT COUNCIL,INANAM,TURNOUT (%),,,,80.4,,,26 NOV 1962,16 DEC 1962
1962JRDC21,JESSELTON RURAL DISTRICT COUNCIL,INOBONG,UNKO,FREDERICK MAKAJIL,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962JRDC22,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,UNKO,RICHARD E. YAP,MALE,,1357,WON,,26 NOV 1962,16 DEC 1962
1962JRDC23,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,INDEPENDENT,MANSUET YAP,MALE,,449,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC24,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,PM,JIMBUN LEO SEGUNDAD,MALE,,23,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC25,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,SPOILT BALLOT PAPERS,,,,15,,,26 NOV 1962,16 DEC 1962
1962JRDC26,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,TOTAL BALLOTS ISSUED,,,,1844,,,26 NOV 1962,16 DEC 1962
1962JRDC27,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,TOTAL ELECTORATE,,,,2141,,,26 NOV 1962,16 DEC 1962
1962JRDC28,JESSELTON RURAL DISTRICT COUNCIL,PENAMPANG,TURNOUT (%),,,,85.4,,,26 NOV 1962,16 DEC 1962
1962JRDC29,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,INDEPENDENT,JOHNUT BUKA,MALE,,959,WON,,26 NOV 1962,16 DEC 1962
1962JRDC30,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,SAP,SAHARI ABDUL LATIP,MALE,,925,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC31,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,SPOILT BALLOT PAPERS,,,,46,,,26 NOV 1962,16 DEC 1962
1962JRDC32,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,TOTAL BALLOTS ISSUED,,,,1930,,,26 NOV 1962,16 DEC 1962
1962JRDC33,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,TOTAL ELECTORATE,,,,2091,,,26 NOV 1962,16 DEC 1962
1962JRDC34,JESSELTON RURAL DISTRICT COUNCIL,PUTATAN,TURNOUT (%),,,,92.3,,,26 NOV 1962,16 DEC 1962
1962JRDC35,JESSELTON RURAL DISTRICT COUNCIL,RAMAYA,UNKO,SIKOPIT SIGANUL,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962JRDC36,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,UNKO,MANUEL THANGIT,MALE,,203,WON,,26 NOV 1962,16 DEC 1962
1962JRDC37,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,PM,JOHN YAGUT BIN GARU,MALE,,195,LOST,,26 NOV 1962,16 DEC 1962
1962JRDC38,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,SPOILT BALLOT PAPERS,,,,1,,,26 NOV 1962,16 DEC 1962
1962JRDC39,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,TOTAL BALLOTS ISSUED,,,,399,,,26 NOV 1962,16 DEC 1962
1962JRDC40,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,TOTAL ELECTORATE,,,,449,,,26 NOV 1962,16 DEC 1962
1962JRDC41,JESSELTON RURAL DISTRICT COUNCIL,MOYOG,TURNOUT (%),,,,88.6,,,26 NOV 1962,16 DEC 1962
1962PDC1,PAPAR DISTRICT COUNCIL,BIAU,UNKO,KULIAN YAHYU,,,,WON,Y,26 NOV 1962,UNCONTESTED
1962PDC2,PAPAR DISTRICT COUNCIL,BENONI,SAP,HAJI NAYAN BIN HAJI DURAMAN,MALE,,1221,WON,,26 NOV 1962,16 DEC 1962
1962PDC3,PAPAR DISTRICT COUNCIL,BENONI,INDEPENDENT,PENGIRAN ABU BAKAR BIN HAJI PENGIRAN AHMAD,MALE,,405,LOST,,26 NOV 1962,16 DEC 1962
1962PDC4,PAPAR DISTRICT COUNCIL,BENONI,SPOILT BALLOT PAPERS,,,,0,,,26 NOV 1962,16 DEC 1962
1962PDC5,PAPAR DISTRICT COUNCIL,BENONI,TOTAL BALLOTS ISSUED,,,,1626,,,26 NOV 1962,16 DEC 1962
1962PDC6,PAPAR DISTRICT COUNCIL,BENONI,TOTAL ELECTORATE,,,,1815,,,26 NOV 1962,16 DEC 1962
1962PDC7,PAPAR DISTRICT COUNCIL,BENONI,TURNOUT (%),,,,92,,,26 NOV 1962,16 DEC 1962
1962PDC8,PAPAR DISTRICT COUNCIL,KAWANG,UNKO,WNCISLAUS ONDONG,MALE,,497,WON,,26 NOV 1962,16 DEC 1962
1962PDC9,PAPAR DISTRICT COUNCIL,KAWANG,USNO,AWANG HASHIM BIN SULAIMAN,MALE,,389,LOST,,26 NOV 1962,16 DEC 1962
1962PDC10,PAPAR DISTRICT COUNCIL,KAWANG,SPOILT BALLOT PAPERS,,,,24,,,26 NOV 1962,16 DEC 1962
1962PDC11,PAPAR DISTRICT COUNCIL,KAWANG,TOTAL BALLOTS ISSUED,,,,910,,,26 NOV 1962,16 DEC 1962
1962PDC12,PAPAR DISTRICT COUNCIL,KAWANG,TOTAL ELECTORATE,,,,1031,,,26 NOV 1962,16 DEC 1962
1962PDC13,PAPAR DISTRICT COUNCIL,KAWANG,TURNOUT (%),,,,88,,,26 NOV 1962,16 DEC 1962
1962PDC14,PAPAR DISTRICT COUNCIL,BONGAWAN,SAP,PENGIRAN AHMAD BEE BIN PENGIRAN PATERS,MALE,,1143,WON,,26 NOV 1962,16 DEC 1962
1962PDC15,PAPAR DISTRICT COUNCIL,BONGAWAN,INDEPENDENT,SIAW PHAN LOI,,,214,LOST,,26 NOV 1962,16 DEC 1962
1962PDC16,PAPAR DISTRICT COUNCIL,BONGAWAN,SPOILT BALLOT PAPERS,,,,43,,,26 NOV 1962,16 DEC 1962
1962PDC17,PAPAR DISTRICT COUNCIL,BONGAWAN,TOTAL BALLOTS ISSUED,,,,1400,,,26 NOV 1962,16 DEC 1962
1962PDC18,PAPAR DISTRICT COUNCIL,BONGAWAN,TOTAL ELECTORATE,,,,1629,,,26 NOV 1962,16 DEC 1962
1962PDC19,PAPAR DISTRICT COUNCIL,BONGAWAN,TURNOUT (%),,,,86,,,26 NOV 1962,16 DEC 1962
1962PDC20,PAPAR DISTRICT COUNCIL,KIMANIS,USNO,SAPRI BIN SULONG,MALE,,709,WON,,26 NOV 1962,16 DEC 1962
1962PDC21,PAPAR DISTRICT COUNCIL,KIMANIS,INDEPENDENT,ARSHAD BIN TAHA,MALE,,420,LOST,,26 NOV 1962,16 DEC 1962
1962PDC22,PAPAR DISTRICT COUNCIL,KIMANIS,SPOILT BALLOT PAPERS,,,,24,,,26 NOV 1962,16 DEC 1962
1962PDC23,PAPAR DISTRICT COUNCIL,KIMANIS,TOTAL BALLOTS ISSUED,,,,1153,,,26 NOV 1962,16 DEC 1962
1962PDC24,PAPAR DISTRICT COUNCIL,KIMANIS,TOTAL ELECTORATE,,,,1341,,,26 NOV 1962,16 DEC 1962
1962PDC25,PAPAR DISTRICT COUNCIL,KIMANIS,TURNOUT (%),,,,85,,,26 NOV 1962,16 DEC 1962
1962PDC26,PAPAR DISTRICT COUNCIL,KINARUT,INDEPENDENT,VALENTINE MOHUTTAL,,,535,WON,,26 NOV 1962,16 DEC 1962
1962PDC27,PAPAR DISTRICT COUNCIL,KINARUT,USNO,AWANG ABDILLAH BIN AWANGKI,MALE,,450,LOST,,26 NOV 1962,16 DEC 1962
1962PDC28,PAPAR DISTRICT COUNCIL,KINARUT,UNKO,NICHOLAS NAUN,MALE,,241,LOST,,26 NOV 1962,16 DEC 1962
1962PDC29,PAPAR DISTRICT COUNCIL,KINARUT,SPOILT BALLOT PAPERS,,,,36,,,26 NOV 1962,16 DEC 1962
1962PDC30,PAPAR DISTRICT COUNCIL,KINARUT,TOTAL BALLOTS ISSUED,,,,1262,,,26 NOV 1962,16 DEC 1962
1962PDC31,PAPAR DISTRICT COUNCIL,KINARUT,TOTAL ELECTORATE,,,,1383,,,26 NOV 1962,16 DEC 1962
1962PDC32,PAPAR DISTRICT COUNCIL,KINARUT,TURNOUT (%),,,,91,,,26 NOV 1962,16 DEC 1962
1962PDC33,PAPAR DISTRICT COUNCIL,PAPAR,UNKO,AMADEUS LEONG,,,934,WON,,26 NOV 1962,16 DEC 1962
1962PDC34,PAPAR DISTRICT COUNCIL,PAPAR,INDEPENDENT,CHONG LIM HON,,,545,LOST,,26 NOV 1962,16 DEC 1962
1962PDC35,PAPAR DISTRICT COUNCIL,PAPAR,SPOILT BALLOT PAPERS,,,,54,,,26 NOV 1962,16 DEC 1962
1962PDC36,PAPAR DISTRICT COUNCIL,PAPAR,TOTAL BALLOTS ISSUED,,,,1533,,,26 NOV 1962,16 DEC 1962
1962PDC37,PAPAR DISTRICT COUNCIL,PAPAR,TOTAL ELECTORATE,,,,1728,,,26 NOV 1962,16 DEC 1962
1962PDC38,PAPAR DISTRICT COUNCIL,PAPAR,TURNOUT (%),,,,88,,,26 NOV 1962,16 DEC 1962
1962PDC39,PAPAR DISTRICT COUNCIL,PENGALAT,SAP,PENGIRAN MOHAMED TAHIR BIN PENGIRAN PATERS,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962BDC1,BEAUFORT DISTRICT COUNCIL,WESTON,INDEPENDENT,MOKHTAR BIN HAJI AHMED,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962BDC2,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,USNO,MOHAMED DUN BIN BANIR,MALE,,789,WON,,26 NOV 1962,16 DEC 1962
1962BDC3,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,INDEPENDENT,HAJI MOKSIN BIN CHUCHU,MALE,,564,LOST,,26 NOV 1962,16 DEC 1962
1962BDC4,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,SPOILT BALLOT PAPERS,,,,55,,,26 NOV 1962,16 DEC 1962
1962BDC5,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,TOTAL BALLOTS ISSUED,,,,1408,,,26 NOV 1962,16 DEC 1962
1962BDC6,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,TOTAL ELECTORATE,,,,1601,,,26 NOV 1962,16 DEC 1962
1962BDC7,BEAUFORT DISTRICT COUNCIL,BEAUFORT WEST,TURNOUT (%),,,,84.4,,,26 NOV 1962,16 DEC 1962
1962BDC8,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,PM,O.K.K. ANSIM DULAU BIN TAGGANG,MALE,,193,WON,,26 NOV 1962,16 DEC 1962
1962BDC9,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,UNKO,JOSEPH BINSIN MASU,MALE,,136,LOST,,26 NOV 1962,16 DEC 1962
1962BDC10,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,INDEPENDENT,AWANG ANAK BIN O.T. HAJI AWANG RAMLEE,MALE,,135,LOST,,26 NOV 1962,16 DEC 1962
1962BDC11,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,USNO,HAJI ABDUL RAHMAN,MALE,,81,LOST,,26 NOV 1962,16 DEC 1962
1962BDC12,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,SPOILT BALLOT PAPERS,,,,35,,,26 NOV 1962,16 DEC 1962
1962BDC13,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,TOTAL BALLOTS ISSUED,,,,580,,,26 NOV 1962,16 DEC 1962
1962BDC14,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,TOTAL ELECTORATE,,,,676,,,26 NOV 1962,16 DEC 1962
1962BDC15,BEAUFORT DISTRICT COUNCIL,MEMBAKUT NORTH,TURNOUT (%),,,,80.6,,,26 NOV 1962,16 DEC 1962
1962BDC16,BEAUFORT DISTRICT COUNCIL,PIMPING,USNO,O.T. MOHAMED YACOB BIN MUMIN,MALE,,529,WON,,26 NOV 1962,16 DEC 1962
1962BDC17,BEAUFORT DISTRICT COUNCIL,PIMPING,INDEPENDENT,PENGIRAN HAJI ABDUL RAZAK BIN PENGIRAN HAJI DAMIT,MALE,,121,LOST,,26 NOV 1962,16 DEC 1962
1962BDC18,BEAUFORT DISTRICT COUNCIL,PIMPING,SPOILT BALLOT PAPERS,,,,59,,,26 NOV 1962,16 DEC 1962
1962BDC19,BEAUFORT DISTRICT COUNCIL,PIMPING,TOTAL BALLOTS ISSUED,,,,709,,,26 NOV 1962,16 DEC 1962
1962BDC20,BEAUFORT DISTRICT COUNCIL,PIMPING,TOTAL ELECTORATE,,,,989,,,26 NOV 1962,16 DEC 1962
1962BDC21,BEAUFORT DISTRICT COUNCIL,PIMPING,TURNOUT (%),,,,65.7,,,26 NOV 1962,16 DEC 1962
1962BDC22,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,USNO,HAJI YAKUB BIN O.K.K. HAJI TAKI,MALE,,622,WON,,26 NOV 1962,16 DEC 1962
1962BDC23,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,PM,HAJI ASNEH BIN HASSAN,MALE,,346,LOST,,26 NOV 1962,16 DEC 1962
1962BDC24,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,SPOILT BALLOT PAPERS,,,,88,,,26 NOV 1962,16 DEC 1962
1962BDC25,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,TOTAL BALLOTS ISSUED,,,,1056,,,26 NOV 1962,16 DEC 1962
1962BDC26,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,TOTAL ELECTORATE,,,,1219,,,26 NOV 1962,16 DEC 1962
1962BDC27,BEAUFORT DISTRICT COUNCIL,PADAS DAMIT,TURNOUT (%),,,,79.4,,,26 NOV 1962,16 DEC 1962
1962BDC28,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,USNO,MOHOMED BIN MOHOMED JAHAM,MALE,,413,WON,,26 NOV 1962,16 DEC 1962
1962BDC29,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,PM,ABDUL MURAD BIN HAJI AWANG BESAR,MALE,,297,,,26 NOV 1962,16 DEC 1962
1962BDC30,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,SPOILT BALLOT PAPERS,,,,27,,,26 NOV 1962,16 DEC 1962
1962BDC31,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,TOTAL BALLOTS ISSUED,,,,737,,,26 NOV 1962,16 DEC 1962
1962BDC32,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,TOTAL ELECTORATE,,,,801,,,26 NOV 1962,16 DEC 1962
1962BDC33,BEAUFORT DISTRICT COUNCIL,KOTA KLIAS,TURNOUT (%),,,,88.6,,,26 NOV 1962,16 DEC 1962
1962BDC34,BEAUFORT DISTRICT COUNCIL,BEAUFORT SOUTH,INDEPENDENT,MICHAEL WONG EH SENG,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962BDC35,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,INDEPENDENT,TAY TING SIONG,,,279,WON,,26 NOV 1962,16 DEC 1962
1962BDC36,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,UNKO,HAJI IBRAHIM BIN RASULKHAN,MALE,,252,LOST,,26 NOV 1962,16 DEC 1962
1962BDC37,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,INDEPENDENT,TEO GEOK BEE,,,113,LOST,,26 NOV 1962,16 DEC 1962
1962BDC38,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,USNO,BAB SINGH,MALE,,102,LOST,,26 NOV 1962,16 DEC 1962
1962BDC39,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,INDEPENDENT,HASSAN GULL BIN HAJI KALIS KHAN,MALE,,4,LOST,,26 NOV 1962,16 DEC 1962
1962BDC40,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,SPOILT BALLOT PAPERS,,,,25,,,26 NOV 1962,16 DEC 1962
1962BDC41,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,TOTAL BALLOTS ISSUED,,,,775,,,26 NOV 1962,16 DEC 1962
1962BDC42,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,TOTAL ELECTORATE,,,,959,,,26 NOV 1962,16 DEC 1962
1962BDC43,BEAUFORT DISTRICT COUNCIL,MEMBAKUT,TURNOUT (%),,,,78.2,,,26 NOV 1962,16 DEC 1962
1962BDC44,BEAUFORT DISTRICT COUNCIL,BEAUFORT EAST,INDEPENDENT,STANLEY HO NGUN KHIU,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962TDC1,TENOM DISTRICT COUNCIL,KEMABONG,SAP,TING KALOR BIN LAMPAG,MALE,,991,WON,,26 NOV 1962,16 DEC 1962
1962TDC2,TENOM DISTRICT COUNCIL,KEMABONG,INDEPENDENT,LO HON CHEONG,MALE,,95,LOST,,26 NOV 1962,16 DEC 1962
1962TDC3,TENOM DISTRICT COUNCIL,KEMABONG,SPOILT BALLOT PAPERS,,,,75,,,26 NOV 1962,16 DEC 1962
1962TDC4,TENOM DISTRICT COUNCIL,KEMABONG,TOTAL BALLOTS ISSUED,,,,1161,,,26 NOV 1962,16 DEC 1962
1962TDC5,TENOM DISTRICT COUNCIL,KEMABONG,TOTAL ELECTORATE,,,,1508,,,26 NOV 1962,16 DEC 1962
1962TDC6,TENOM DISTRICT COUNCIL,KEMABONG,TURNOUT (%),,,,72,,,26 NOV 1962,16 DEC 1962
1962TDC7,TENOM DISTRICT COUNCIL,PA'AL,SAP,NG CHAI TEO,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962TDC8,TENOM DISTRICT COUNCIL,SAGA,SAP,SANI B. PUASA,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962TDC9,TENOM DISTRICT COUNCIL,TENOM LAMA,SAP,M.D. JATI B. MATOSIN,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962TDC10,TENOM DISTRICT COUNCIL,TENOM URBAN,SAP,CHIEW VUI KIET,,,540,WON,,26 NOV 1962,16 DEC 1962
1962TDC11,TENOM DISTRICT COUNCIL,TENOM URBAN,DP,TAY MING KOON,,,69,LOST,,26 NOV 1962,16 DEC 1962
1962TDC12,TENOM DISTRICT COUNCIL,TENOM URBAN,SPOILT BALLOT PAPERS,,,,26,,,26 NOV 1962,16 DEC 1962
1962TDC13,TENOM DISTRICT COUNCIL,TENOM URBAN,TOTAL BALLOTS ISSUED,,,,635,,,26 NOV 1962,16 DEC 1962
1962TDC14,TENOM DISTRICT COUNCIL,TENOM URBAN,TOTAL ELECTORATE,,,,765,,,26 NOV 1962,16 DEC 1962
1962TDC15,TENOM DISTRICT COUNCIL,TENOM URBAN,TURNOUT (%),,,,79.6,,,26 NOV 1962,16 DEC 1962
1962TDC16,TENOM DISTRICT COUNCIL,TENOM NORTH,SAP,TSEN LOI FATT,,,718,WON,,26 NOV 1962,16 DEC 1962
1962TDC17,TENOM DISTRICT COUNCIL,TENOM NORTH,USNO,MANSIGAR BIN MAKINGTAI,MALE,,123,LOST,,26 NOV 1962,16 DEC 1962
1962TDC18,TENOM DISTRICT COUNCIL,TENOM NORTH,INDEPENDENT,SIT KAU,,,6,LOST,,26 NOV 1962,16 DEC 1962
1962TDC19,TENOM DISTRICT COUNCIL,TENOM NORTH,SPOILT BALLOT PAPERS,,,,2,,,26 NOV 1962,16 DEC 1962
1962TDC20,TENOM DISTRICT COUNCIL,TENOM NORTH,TOTAL BALLOTS ISSUED,,,,849,,,26 NOV 1962,16 DEC 1962
1962TDC21,TENOM DISTRICT COUNCIL,TENOM NORTH,TOTAL ELECTORATE,,,,943,,,26 NOV 1962,16 DEC 1962
1962TDC22,TENOM DISTRICT COUNCIL,TENOM NORTH,TURNOUT (%),,,,89.8,,,26 NOV 1962,16 DEC 1962
1962TDC23,TENOM DISTRICT COUNCIL,MELALAP,SAP,O.T. SUNGGIM B. BUNGKALAD,MALE,,621,WON,,26 NOV 1962,16 DEC 1962
1962TDC24,TENOM DISTRICT COUNCIL,MELALAP,INDEPENDENT,AHMAD B. AWANG RAHMAN,MALE,,112,LOST,,26 NOV 1962,16 DEC 1962
1962TDC25,TENOM DISTRICT COUNCIL,MELALAP,SPOILT BALLOT PAPERS,,,,45,,,26 NOV 1962,16 DEC 1962
1962TDC26,TENOM DISTRICT COUNCIL,MELALAP,TOTAL BALLOTS ISSUED,,,,778,,,26 NOV 1962,16 DEC 1962
1962TDC27,TENOM DISTRICT COUNCIL,MELALAP,TOTAL ELECTORATE,,,,875,,,26 NOV 1962,16 DEC 1962
1962TDC28,TENOM DISTRICT COUNCIL,MELALAP,TURNOUT (%),,,,83.7,,,26 NOV 1962,16 DEC 1962
1962KEDC1,KENINGAU DISTRICT COUNCIL,DALIT,UNKO,ALFRED ANGIN AMBALAU,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962KEDC2,KENINGAU DISTRICT COUNCIL,TULID,PM,ABIN B. GINDAM,MALE,,,WON,,26 NOV 1962,16 DEC 1962
1962KEDC3,KENINGAU DISTRICT COUNCIL,TULID,UNKO,BASOG SIMBUT,,,,NO INFORMATION,,26 NOV 1962,16 DEC 1962
1962KEDC4,KENINGAU DISTRICT COUNCIL,TULID,SPOILT BALLOT PAPERS,,,,,,,26 NOV 1962,16 DEC 1962
1962KEDC5,KENINGAU DISTRICT COUNCIL,TULID,TOTAL BALLOTS ISSUED,,,,,,,26 NOV 1962,16 DEC 1962
1962KEDC6,KENINGAU DISTRICT COUNCIL,TULID,TOTAL ELECTORATE,,,,,,,26 NOV 1962,16 DEC 1962
1962KEDC7,KENINGAU DISTRICT COUNCIL,TULID,TURNOUT (%),,,,,,,26 NOV 1962,16 DEC 1962
1962KEDC8,KENINGAU DISTRICT COUNCIL,APIN-APIN,UNKO,UNDAN B. ANDULAG,MALE,,579,WON,,26 NOV 1962,16 DEC 1962
1962KEDC9,KENINGAU DISTRICT COUNCIL,APIN-APIN,PM,KAPIT BIN GUMBIAS,MALE,,69,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC10,KENINGAU DISTRICT COUNCIL,APIN-APIN,SPOILT BALLOT PAPERS,,,,14,,,26 NOV 1962,16 DEC 1962
1962KEDC11,KENINGAU DISTRICT COUNCIL,APIN-APIN,TOTAL BALLOTS ISSUED,,,,662,,,26 NOV 1962,16 DEC 1962
1962KEDC12,KENINGAU DISTRICT COUNCIL,APIN-APIN,TOTAL ELECTORATE,,,,782,,,26 NOV 1962,16 DEC 1962
1962KEDC13,KENINGAU DISTRICT COUNCIL,APIN-APIN,TURNOUT (%),,,,83,,,26 NOV 1962,16 DEC 1962
1962KEDC14,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,INDEPENDENT,CHU SHIN KEE,,,172,WON,,26 NOV 1962,16 DEC 1962
1962KEDC15,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,SAP,CHIA YAU LEONG,,,159,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC16,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,SPOILT BALLOT PAPERS,,,,8,,,26 NOV 1962,16 DEC 1962
1962KEDC17,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,TOTAL BALLOTS ISSUED,,,,339,,,26 NOV 1962,16 DEC 1962
1962KEDC18,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,TOTAL ELECTORATE,,,,421,,,26 NOV 1962,16 DEC 1962
1962KEDC19,KENINGAU DISTRICT COUNCIL,KENINGAU URBAN,TURNOUT (%),,,,78.6,,,26 NOV 1962,16 DEC 1962
1962KEDC20,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,PM,O.K.K. SUNDANG BIN GUNSANAD,MALE,,607,WON,,26 NOV 1962,16 DEC 1962
1962KEDC21,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,UNKO,ANGIAN BIN ANDULAG,MALE,,183,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC22,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,SPOILT BALLOT PAPERS,,,,51,,,26 NOV 1962,16 DEC 1962
1962KEDC23,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,TOTAL BALLOTS ISSUED,,,,841,,,26 NOV 1962,16 DEC 1962
1962KEDC24,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,TOTAL ELECTORATE,,,,959,,,26 NOV 1962,16 DEC 1962
1962KEDC25,KENINGAU DISTRICT COUNCIL,KENINGAU NORTH,TURNOUT (%),,,,81.3,,,26 NOV 1962,16 DEC 1962
1962KEDC26,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,PM,LAKAI BIN SUNDAYAK,MALE,,564,WON,,26 NOV 1962,16 DEC 1962
