LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF KLANG,KAMPONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,40,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,2316,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG TENGAH WARD,TOTAL ELECTORATE,,,,2800,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG TENGAH WARD,TURNOUT (%),,,,82.7,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,PPP,SEOW NAM SENG,,,675,LOST,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,ALLIANCE - UMNO,MOHD. SALLEH BIN HUSSAIN,MALE,,497,LOST,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,SF,V. THAVAMANI,,,994,WON,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,REJECTED BALLOT PAPERS,,,,24,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TOTAL BALLOTS ISSUED,,,,2190,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TOTAL ELECTORATE,,,,2570,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI KLANG WARD,TURNOUT (%),,,,85.2,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,ALLIANCE - UMNO,SHAMSUDIN BIN HAJI HAMID,MALE,,598,WON,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,SF,ZAINAL BIN ABDUL GHANI,MALE,,482,LOST,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,PPP,WONG SOON FAH,,,513,LOST,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,REJECTED BALLOT PAPERS,,,,43,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TOTAL BALLOTS ISSUED,,,,1636,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TOTAL ELECTORATE,,,,1949,,
LOCAL AUTHORITY AREA OF KLANG,KAMPONG KUANTAN WARD,TURNOUT (%),,,,83.9,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,ALLIANCE - MCA,THAM SU FUN,,,754,WON,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,PPP,AU YONG CHIOW,,,717,LOST,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,SF,TEOH AH KEE,,,427,LOST,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TOTAL BALLOTS ISSUED,,,,1929,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TOTAL ELECTORATE,,,,2726,,
LOCAL AUTHORITY AREA OF KLANG,KOTA WARD,TURNOUT (%),,,,70.8,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,PPP,TEOH SOON,MALE,,763,WON,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,ALLIANCE - UMNO,AMNA BINTE AHMAD,FEMALE,,646,LOST,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,REJECTED BALLOT PAPERS,,,,21,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TOTAL BALLOTS ISSUED,,,,1430,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TOTAL ELECTORATE,,,,1848,,
LOCAL AUTHORITY AREA OF KLANG,BUKIT ISTANA WARD,TURNOUT (%),,,,77.4,,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,SF,GOH KENG HEE,,,1665,WON,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,ALLIANCE - MCA,LEE WEE CHEONG,,,996,LOST,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,REJECTED BALLOT PAPERS,,,,28,,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,TOTAL BALLOTS ISSUED,,,,2689,,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,TOTAL ELECTORATE,,,,2974,,
LOCAL AUTHORITY AREA OF KLANG,PANDAMARAN WARD,TURNOUT (%),,,,90.4,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,ALLIANCE - MCA,GAN CHING YEN,,,991,WON,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,SF,BALASUNDARAM D.,MALE,,710,LOST,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,REJECTED BALLOT PAPERS,,,,25,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TOTAL BALLOTS ISSUED,,,,1726,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TOTAL ELECTORATE,,,,2236,,
LOCAL AUTHORITY AREA OF KLANG,SAMI ROAD WARD,TURNOUT (%),,,,77.2,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,SF,YAHYA BIN IBRAHIM,MALE,,458,LOST,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,ALLIANCE - MIC,R. GOVINDASAMY,MALE,,935,WON,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,REJECTED BALLOT PAPERS,,,,48,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TOTAL BALLOTS ISSUED,,,,1441,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TOTAL ELECTORATE,,,,1763,,
LOCAL AUTHORITY AREA OF KLANG,PERLABOHAN WARD,TURNOUT (%),,,,81.7,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,SF,NG TIAN CHOR,,,597,LOST,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,ALLIANCE - MIC,M. KANDASAMY,MALE,,652,WON,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,REJECTED BALLOT PAPERS,,,,43,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TOTAL BALLOTS ISSUED,,,,1292,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TOTAL ELECTORATE,,,,1597,,
LOCAL AUTHORITY AREA OF KLANG,SUNGEI AUR WARD,TURNOUT (%),,,,80.9,,
