LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,ALLIANCE - MCA,ONG CHEE SUAN,MALE,,373,WON,
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,PPP,ONG TENG KEONG,MALE,,202,LOST,
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,TOTAL BALLOTS ISSUED,,,,586,,
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,TOTAL ELECTORATE,,,,1009,,
LOCAL AUTHORITY AREA OF TAIPING,BARRACK ROAD WARD,TURNOUT (%),,,,58,,
LOCAL AUTHORITY AREA OF TAIPING,KAMUNTING UTARA WARD,ALLIANCE - MCA,LEE AH PAK,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,KAMUNTING SELATAN WARD,ALLIANCE - UMNO,MOHD. NOOR BIN MOHD.,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,KOTA WARD,ALLIANCE - MCA,TAN TENG HOOI,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,MUSEUM WARD,ALLIANCE - UMNO,A. HAMID BIN ABDULLAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,EASTERN ROAD WARD,ALLIANCE - MCA,KEE CHENG HOE,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,BANDAR WARD,ALLIANCE - MCA,FOONG CHEOK WAI,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,THEATRE WARD,ALLIANCE - MCA,LOH TENG HUAT,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,PASAR WARD,ALLIANCE - MCA,YONG SOON CHONG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,TUPAI WARD,ALLIANCE - MCA,SOO AH KHENG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,KAMPONG BIRCH WARD,ALLIANCE - MIC,R. MANECKSHA,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF TAIPING,CORONATION ROAD WARD,ALLIANCE - MIC,E. KARALAPILLAI,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,KAMPONG STATION WARD,ALLIANCE - MCA,YAP HOCK SUN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,KAMPONG STATION WARD,ALLIANCE - MCA,DR. TAN CHENG HUAT,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,TALANG UTARA WARD,ALLIANCE - UMNO,SYED OSMAN BIN SYED ABDUL HAMID JAMALULLAIL,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,TALANG UTARA WARD,ALLIANCE - UMNO,HAJI ABDULLAH BIN HAJI ABDUL RAOF,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,PADANG WARD,ALLIANCE - MIC,FATEH SINGH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,PADANG WARD,ALLIANCE - UMNO,ABDUL LATIF BIN ALANG AHMAD,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,TALANG SELATAN WARD,ALLIANCE - MIC,M. K. RAMACHANDRAN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,TALANG SELATAN WARD,ALLIANCE - UMNO,R. L. AHMAD BIN R. MOHD. ALI,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,JALAN BHARU WARD,ALLIANCE - MCA,LAI AH SAN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,JALAN BHARU WARD,ALLIANCE - MCA,WONG FAH SHIN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,KANGSAR WARD,ALLIANCE - MCA,CHUAH CHONG CHUAN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA KANGSAR,KANGSAR WARD,ALLIANCE - MCA,PHOON YOON SENG,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,PPP,TEOH KIM SWEE,MALE,,1514,WON,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,ALLIANCE - MCA,KONG AH KEE,MALE,,699,LOST,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,REJECTED BALLOT PAPERS,,,,54,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,TOTAL BALLOTS ISSUED,,,,2267,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,TOTAL ELECTORATE,,,,2996,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG SIMEE WARD,TURNOUT (%),,,,75.7,,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,PPP,SAMSUDIN BIN HARUN,MALE,,819,WON,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,ALLIANCE - UMNO,MOHD. YUNAN BIN ABDULLAH SANI,MALE,,720,LOST,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,REJECTED BALLOT PAPERS,,,,46,,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,TOTAL BALLOTS ISSUED,,,,1585,,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,TOTAL ELECTORATE,,,,2248,,
LOCAL AUTHORITY AREA OF IPOH,GORAP WARD,TURNOUT (%),,,,70.5,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,PPP,YONG MAN NYAN,MALE,,1873,WON,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,ALLIANCE - UMNO,ABDUL LATIFF BIN BABJEE,MALE,,721,LOST,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,REJECTED BALLOT PAPERS,,,,56,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,TOTAL BALLOTS ISSUED,,,,2650,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,TOTAL ELECTORATE,,,,3788,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG UTARA WARD,TURNOUT (%),,,,69.9,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,PPP,S. JAYA RAMACHANDRAN,MALE,,1927,WON,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,ALLIANCE - MIC,A. N. ARUNACHALAM,MALE,,506,LOST,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,REJECTED BALLOT PAPERS,,,,39,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,2472,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,TOTAL ELECTORATE,,,,3239,,
LOCAL AUTHORITY AREA OF IPOH,GUNTONG SELATAN WARD,TURNOUT (%),,,,76.3,,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,PPP,S. AMIRTHA LINGAM,MALE,,2133,WON,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,ALLIANCE - MCA,FOO YIN LOKE,MALE,,1167,LOST,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,REJECTED BALLOT PAPERS,,,,50,,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,TOTAL BALLOTS ISSUED,,,,3350,,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,TOTAL ELECTORATE,,,,4447,,
LOCAL AUTHORITY AREA OF IPOH,FALIM WARD,TURNOUT (%),,,,75.3,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,PPP,S. P. SEENIVASAGAM,MALE,43,1618,WON,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,ALLIANCE - MCA,CHONG HONG CHEW,MALE,,1001,LOST,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,TOTAL BALLOTS ISSUED,,,,2650,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,TOTAL ELECTORATE,,,,3255,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU UTARA WARD,TURNOUT (%),,,,81.4,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,PPP,HAR YOUNG KOW,MALE,,2104,WON,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,ALLIANCE - MCA,CHEONG PAK KEEN,MALE,,951,LOST,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,REJECTED BALLOT PAPERS,,,,41,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,TOTAL BALLOTS ISSUED,,,,3096,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,TOTAL ELECTORATE,,,,3982,,
LOCAL AUTHORITY AREA OF IPOH,MENGLEMBU SELATAN WARD,TURNOUT (%),,,,77.7,,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,ALLIANCE - UMNO,DR. HAJI MEGAT KHAS BIN MEGAT OMAR,MALE,,1148,WON,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,PPP,D. THAMBY RAJAH,MALE,,786,LOST,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,REJECTED BALLOT PAPERS,,,,33,,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,TOTAL BALLOTS ISSUED,,,,1967,,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,TOTAL ELECTORATE,,,,3001,,
LOCAL AUTHORITY AREA OF IPOH,GREEN TOWN WARD,TURNOUT (%),,,,65.5,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,PPP,YIN CHOO HAN,MALE,,2016,WON,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,ALLIANCE - MCA,GOH SIEW KEAT,MALE,,870,LOST,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,REJECTED BALLOT PAPERS,,,,46,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,TOTAL BALLOTS ISSUED,,,,2932,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,TOTAL ELECTORATE,,,,3780,,
LOCAL AUTHORITY AREA OF IPOH,KAMPONG JAVA WARD,TURNOUT (%),,,,77.6,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,PPP,FOO KUAN SZE,MALE,,1949,WON,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,ALLIANCE - MCA,TOH SEANG ENG,MALE,,847,LOST,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,REJECTED BALLOT PAPERS,,,,26,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,TOTAL BALLOTS ISSUED,,,,2822,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,TOTAL ELECTORATE,,,,3803,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET UTARA WARD,TURNOUT (%),,,,74.2,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,PPP,D. R. SEENIVASAGAM,MALE,37,1767,WON,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,ALLIANCE - MCA,CHEW PENG LOON,MALE,,750,LOST,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,REJECTED BALLOT PAPERS,,,,25,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,TOTAL BALLOTS ISSUED,,,,2542,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,TOTAL ELECTORATE,,,,3576,,
LOCAL AUTHORITY AREA OF IPOH,TREACHER STREET SELATAN WARD,TURNOUT (%),,,,71,,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,PPP,CHAN SWEE HO,MALE,,1357,WON,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,ALLIANCE - MCA,CHOY KOK KUAN,MALE,,710,LOST,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,REJECTED BALLOT PAPERS,,,,30,,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,TOTAL BALLOTS ISSUED,,,,2097,,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,TOTAL ELECTORATE,,,,2968,,
LOCAL AUTHORITY AREA OF IPOH,COWAN STREET WARD,TURNOUT (%),,,,70.6,,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,PPP,KHONG KOK YAT,MALE,,1758,WON,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,ALLIANCE - MCA,CHONG KAM CHEE,MALE,,814,LOST,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,REJECTED BALLOT PAPERS,,,,72,,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,TOTAL BALLOTS ISSUED,,,,2644,,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,TOTAL ELECTORATE,,,,3669,,
LOCAL AUTHORITY AREA OF IPOH,CHAMBERLAIN ROAD WARD,TURNOUT (%),,,,72,,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,PPP,LEONG BOON SWEE,MALE,,2090,WON,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,ALLIANCE - UMNO,MOHAMED YUSOFF BIN HAJI AHMAD,MALE,,1191,LOST,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,REJECTED BALLOT PAPERS,,,,89,,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,TOTAL BALLOTS ISSUED,,,,3370,,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,TOTAL ELECTORATE,,,,4566,,
LOCAL AUTHORITY AREA OF IPOH,TEBING TINGGI WARD,TURNOUT (%),,,,73.8,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,PPP,YAP BOON EN,MALE,,1798,WON,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,ALLIANCE - UMNO,CHOO ABDULLAH BIN HAJI HASSAN,MALE,,763,LOST,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,REJECTED BALLOT PAPERS,,,,57,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,TOTAL BALLOTS ISSUED,,,,2618,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,TOTAL ELECTORATE,,,,3659,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PUTEH WARD,TURNOUT (%),,,,71.5,,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,PPP,YEOH CHAI LYE,MALE,,1210,WON,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,ALLIANCE - MIC,M. RAMANAND,MALE,,1017,LOST,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,REJECTED BALLOT PAPERS,,,,56,,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,TOTAL BALLOTS ISSUED,,,,2283,,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,TOTAL ELECTORATE,,,,3415,,
LOCAL AUTHORITY AREA OF IPOH,TIGER LANE WARD,TURNOUT (%),,,,66.8,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,PPP,HOR HOCK LUNG,MALE,,3632,WON,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,ALLIANCE - MCA,SHUM SEK POOI,MALE,,966,LOST,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,REJECTED BALLOT PAPERS,,,,122,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,TOTAL BALLOTS ISSUED,,,,4720,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,TOTAL ELECTORATE,,,,5920,,
LOCAL AUTHORITY AREA OF IPOH,PASIR PINJI WARD,TURNOUT (%),,,,79.6,,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,ALLIANCE - MCA,WONG KOK WENG,MALE,,1325,WON,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,PPP,CHIN KAI CHEONG,MALE,,1275,LOST,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,REJECTED BALLOT PAPERS,,,,51,,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,TOTAL BALLOTS ISSUED,,,,2651,,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,TOTAL ELECTORATE,,,,4245,,
LOCAL AUTHORITY AREA OF IPOH,GUNONG RAPAT WARD,TURNOUT (%),,,,62.4,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,ALLIANCE - MCA,WONG THYE PING,MALE,,562,WON,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,PPP,JANARIAH BINTI NAWI,FEMALE,,286,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,TOTAL BALLOTS ISSUED,,,,855,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,TOTAL ELECTORATE,,,,1057,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ABDULLAH WARD,TURNOUT (%),,,,80.9,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,ALLIANCE - MCA,CHONG KEE THIAM,MALE,,395,WON,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,PPP,CHAN HENG WOH,MALE,,213,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,TOTAL BALLOTS ISSUED,,,,615,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,TOTAL ELECTORATE,,,,725,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG ASTON WARD,TURNOUT (%),,,,84.8,,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,ALLIANCE - MCA,TAN BENG LEE,MALE,,505,WON,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,PPP,M. ZAIN BIN ISMAIL,MALE,,187,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,TOTAL BALLOTS ISSUED,,,,704,,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,TOTAL ELECTORATE,,,,907,,
LOCAL AUTHORITY AREA OF KAMPAR,SIMPANG LIMA WARD,TURNOUT (%),,,,77.6,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,PPP,IDRIS BIN HAKIM,MALE,,409,WON,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,ALLIANCE - MCA,LAI CHAK WAH,MALE,,339,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,TOTAL BALLOTS ISSUED,,,,757,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,TOTAL ELECTORATE,,,,933,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG UTARA WARD,TURNOUT (%),,,,81,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,ALLIANCE - MCA,CHOY CHOO YOOI,MALE,,367,WON,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,PPP,CHAN YOON ONN,MALE,,306,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,TOTAL BALLOTS ISSUED,,,,682,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,TOTAL ELECTORATE,,,,868,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN LABU WARD,TURNOUT (%),,,,78.6,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,ALLIANCE - MCA,YOONG TUCK YIN,MALE,,467,WON,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,PPP,HOO HEE YONG,MALE,,152,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,TOTAL BALLOTS ISSUED,,,,627,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,TOTAL ELECTORATE,,,,801,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN KRANJI WARD,TURNOUT (%),,,,78.2,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,ALLIANCE - MCA,KHONG KHAI LEONG,MALE,,506,WON,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,PPP,KOK YIN CHYE,MALE,,244,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,TOTAL BALLOTS ISSUED,,,,761,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,TOTAL ELECTORATE,,,,955,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN GOPENG WARD,TURNOUT (%),,,,79.6,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,ALLIANCE - MCA,NG YEW WAH,MALE,,530,WON,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,PPP,M. SANJEEVI,MALE,,205,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,REJECTED BALLOT PAPERS,,,,1,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,TOTAL BALLOTS ISSUED,,,,736,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,TOTAL ELECTORATE,,,,1018,,
LOCAL AUTHORITY AREA OF KAMPAR,KAMPONG CHANGKAT WARD,TURNOUT (%),,,,72.3,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,ALLIANCE - MCA,NG TONG LAAM,MALE,,495,WON,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,PPP,KATHERINE JOSEPH,FEMALE,,221,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,TOTAL BALLOTS ISSUED,,,,722,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,TOTAL ELECTORATE,,,,922,,
LOCAL AUTHORITY AREA OF KAMPAR,JALAN BHARU WARD,TURNOUT (%),,,,78.3,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,ALLIANCE - MCA,CHEONG CHIN KAI,MALE,,415,WON,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,PPP,LIYANG KEH CHONG,MALE,,303,LOST,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,10,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,728,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,TOTAL ELECTORATE,,,,916,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG TENGAH WARD,TURNOUT (%),,,,79.5,,
LOCAL AUTHORITY AREA OF KAMPAR,WAH LOONG SELATAN WARD,PPP,S. S. MARK,MALE,,402,WON,
