LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF SEREMBAN,LOBAK DALAM WARD,REJECTED BALLOT PAPERS,,,,12,,
LOCAL AUTHORITY AREA OF SEREMBAN,LOBAK DALAM WARD,TOTAL BALLOTS ISSUED,,,,1009,,
LOCAL AUTHORITY AREA OF SEREMBAN,LOBAK DALAM WARD,TOTAL ELECTORATE ,,,,1232,,
LOCAL AUTHORITY AREA OF SEREMBAN,LOBAK DALAM WARD,TURNOUT (%),,,,81.9,,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,ALLIANCE - MCA,SIOW LOONG HIN,MALE,,344,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,INDEPENDENT ,LAU OH TOH,MALE,,330,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,INDEPENDENT ,NG LIAN HUAT,MALE,,702,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,TOTAL BALLOTS ISSUED,,,,1390,,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,TOTAL ELECTORATE ,,,,1668,,
LOCAL AUTHORITY AREA OF SEREMBAN,PAUL STREET WARD,TURNOUT (%),,,,83.3,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,ALLIANCE - MCA,WONG YUEN CHING,MALE,,312,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,INDEPENDENT ,ONG PING LING,MALE,,297,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,SF,YONG KWI FONG,MALE,,214,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,TOTAL BALLOTS ISSUED,,,,831,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,TOTAL ELECTORATE ,,,,1072,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG WARD,TURNOUT (%),,,,77.5,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,SF,A. HAMID BIN NARAN,MALE,,147,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,ALLIANCE - MIC,N.M.K RAJOO,MALE,,437,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,INDEPENDENT ,WONG WOON POI,MALE,,251,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,REJECTED BALLOT PAPERS,,,,11,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,TOTAL BALLOTS ISSUED,,,,846,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,TOTAL ELECTORATE ,,,,1145,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG BARAT WARD,TURNOUT (%),,,,73.9,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,ALLIANCE - MCA,NG KIM SAH,MALE,,209,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,SF,M. SUBRAMANIAM,MALE,,416,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,INDEPENDENT ,YAN SIN MIN,MALE,,257,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,TOTAL BALLOTS ISSUED,,,,886,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,TOTAL ELECTORATE ,,,,1118,,
LOCAL AUTHORITY AREA OF SEREMBAN,RAHANG TIMOR WARD,TURNOUT (%),,,,79.3,,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,INDEPENDENT ,ONG AH SAI,MALE,,394,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,ALLIANCE - MCA,HO SENG KEE,MALE,,137,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,SF,TEO YEN CHUAN,MALE,,81,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,INDEPENDENT ,TOH FOOK SANG,MALE,,474,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,TOTAL BALLOTS ISSUED,,,,1095,,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,TOTAL ELECTORATE ,,,,1348,,
LOCAL AUTHORITY AREA OF SEREMBAN,RIVER ROAD WARD,TURNOUT (%),,,,81.2,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,ALLIANCE - MCA,WONG CHOW KWEE,FEMALE,36,323,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,INDEPENDENT ,CHIN SEE YIN,MALE,,833,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,REJECTED BALLOT PAPERS,,,,23,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,TOTAL BALLOTS ISSUED,,,,1179,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,TOTAL ELECTORATE ,,,,1473,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG WARD,TURNOUT (%),,,,80,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,INDEPENDENT ,HOE ENG HOCK,MALE,,792,WON,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,ALLIANCE - MCA,CHEAH YEN KWEE,MALE,,233,LOST,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,REJECTED BALLOT PAPERS,,,,33,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,TOTAL BALLOTS ISSUED,,,,1058,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,TOTAL ELECTORATE ,,,,1348,,
LOCAL AUTHORITY AREA OF SEREMBAN,TEMIANG ATAS WARD,TURNOUT (%),,,,78.5,,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,ALLIANCE - UMNO,ABDUL KADIR BIN ABDULLAH,MALE,,193,LOST,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,INDEPENDENT ,PIR MUHAMAD BIN ALI MOHD.,MALE,,219,WON,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,TOTAL BALLOTS ISSUED,,,,416,,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,TOTAL ELECTORATE ,,,,545,,
LOCAL AUTHORITY AREA OF KUALA PILAH,PEKAN LAMA WARD,TURNOUT (%),,,,76.3,,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,ALLIANCE - UMNO,MAAROF BIN ALI,MALE,,221,WON,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,INDEPENDENT,ABD. JALIL BIN SULAIMAN,MALE,54,207,LOST,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,REJECTED BALLOT PAPERS,,,,6,,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,TOTAL BALLOTS ISSUED,,,,434,,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,TOTAL ELECTORATE ,,,,526,,
LOCAL AUTHORITY AREA OF KUALA PILAH,SAWAH LEBAR WARD,TURNOUT (%),,,,82.5,,
LOCAL AUTHORITY AREA OF KUALA PILAH,TAMAN BUNGAH WARD,ALLIANCE - MCA,CHONG FOO KHIN,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,YAM TUAN WARD,ALLIANCE - MCA,LEE GEOK SWEE,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,KAMPONG DIOH WARD,ALLIANCE - MCA,HO HONG HEOW,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,TEBAT KERING WARD,ALLIANCE - UMNO,YAHAYA BIN AHMAD,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,BUKIT TEMENSU WARD,ALLIANCE - MCA,CHEN CHUN YING,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,TENGKU BESAR WARD,ALLIANCE - MIC,G. SIVAPRAGASAM,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KUALA PILAH,KAMPONG JAWA WARD,ALLIANCE - UMNO,MOHD. YUSOF BIN LALKHAN,MALE,,,WON,Y
