LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,REJECTED BALLOT PAPERS,,,,16,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SEBRANG GAJAH WARD,TOTAL BALLOTS ISSUED,,,,1260,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SERBANG GAJAH WARD,TOTAL ELECTORATE,,,,1530,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,SERBANG GAJAH WARD,TURNOUT (%),,,,82.3,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,ALLIANCE - MCA,NG KONG YAM,,,951,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,SF,HJ. AHMAD B HJ. AB. RAHMAN,MALE,,580,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,REJECTED BALLOT PAPERS,,,,24,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TOTAL BALLOTS ISSUED,,,,1555,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TOTAL ELECTORATE,,,,1831,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PAYA RUMPUT WARD,TURNOUT (%),,,,85,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,ALLIANCE - UMNO,OSMAN BIN LATIF,MALE,,772,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,SF,HJ. MUSLIM BIN TAHIR,MALE,,579,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,REJECTED BALLOT PAPERS,,,,26,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TOTAL BALLOTS ISSUED,,,,1377,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TOTAL ELECTORATE,,,,1708,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KRUBONG WARD,TURNOUT (%),,,,80.6,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,SF,MD. SAID BIN MOHD.,MALE,,386,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,ALLIANCE - MCA,QUEK CHENG CHUAN,,,935,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TOTAL BALLOTS ISSUED,,,,1352,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TOTAL ELECTORATE,,,,2004,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KLEBANG KECHIL WARD,TURNOUT (%),,,,67.5,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,ALLIANCE - MCA,SOH HWAT,,,518,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,SF,RAHIM BIN PUTEH,MALE,,480,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,REJECTED BALLOT PAPERS,,,,17,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TOTAL BALLOTS ISSUED,,,,1015,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TOTAL ELECTORATE,,,,1346,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BALAI PANJANG WARD,TURNOUT (%),,,,75.4,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,ALLIANCE - MCA,LEE AH HIN,,,748,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,SF,LOW KIM SENG,,,764,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,REJECTED BALLOT PAPERS,,,,35,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,TOTAL BALLOTS ISSUED,,,,1547,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,TOTAL ELECTORATE,,,,1952,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BATU SERENDAH WARD,TURNOUT (%),,,,79.2,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,ALLIANCE - MCA,TAN TENG KWI,,,725,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,SF,KHALID BIN TABOB,MALE,,355,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,REJECTED BALLOT PAPERS,,,,16,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TOTAL BALLOTS ISSUED,,,,1096,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TOTAL ELECTORATE,,,,1454,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT BAHRU WARD,TURNOUT (%),,,,75.4,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,SF,SUHOOD BIN HAJI A. SALAM,MALE,,304,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,ALLIANCE - UMNO,H. ABD. BASIT B H. TAHIR,MALE,,749,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TOTAL BALLOTS ISSUED,,,,1067,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TOTAL ELECTORATE,,,,1278,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT LINTANG WARD,TURNOUT (%),,,,83.4,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,ALLIANCE - UMNO,H. OMAR B. H. A. RAHMAN,MALE,,702,WON,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,SF,SIDEL BIN AHMAD,MALE,,303,LOST,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TOTAL BALLOTS ISSUED,,,,1013,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TOTAL ELECTORATE,,,,1259,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,AYER MOLEK WARD,TURNOUT (%),,,,80.4,,
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,KAMPONG GELAM WARD,ALLIANCE - UMNO,AMAN BIN BACHIK,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,PRINGGIT WARD,ALLIANCE - UMNO,JAFFAR BIN MUSTAFFA,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MALACCA TENGAH RURAL DISTRICT COUNCIL,BUKIT KATIL WARD,ALLIANCE - UMNO,HUSIN BIN MAAJI,MALE,,,WON,Y
