LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TOTAL BALLOTS ISSUED,,,,395,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TOTAL ELECTORATE,,,,558,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA GATE WARD,TURNOUT (%),,,,70.8,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,SF,ZAHARAH BINTI ALI,FEMALE,,62,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,PMIP,A. RASHID BIN ISMAIL,MALE,,137,LOST,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,ALLIANCE - UMNO,WAN DIN BIN EMBONG,MALE,,213,WON,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TOTAL BALLOTS ISSUED,,,,419,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TOTAL ELECTORATE,,,,582,,
LOCAL AUTHORITY AREA OF DUNGUN,SURA JETTY WARD,TURNOUT (%),,,,72,,
