LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG UTARA WARD,ALLIANCE - UMNO,SHAIKH MOHAMED BIN ZIN,MALE,,92,WON,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG UTARA WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG UTARA WARD,TOTAL BALLOTS ISSUED,,,,176,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG UTARA WARD,TOTAL ELECTORATE,,,,250,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG UTARA WARD,TURNOUT (%),,,,70.4,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,ALLIANCE - MIC,"KELU RAMU, J.P.",MALE,,109,LOST,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,SF,MOHAMAD BIN ABDULLAH,MALE,,176,WON,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,292,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,TOTAL ELECTORATE,,,,362,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,SUNGEI KEMANG SELATAN WARD,TURNOUT (%),,,,80.6,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,ALLIANCE - UMNO,OMAR BIN AHMAD,MALE,,78,LOST,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,SF,DON JANES BIN MUSA,MALE,,108,WON,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,TOTAL BALLOTS ISSUED,,,,191,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,TOTAL ELECTORATE,,,,281,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN JOHORE WARD,TURNOUT (%),,,,65.1,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,INDEPENDENT,MOHAMED ASI BIN SINO,MALE,,82,LOST,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,ALLIANCE - UMNO,SHEIKH ABDUL KADIR BIN ABD. RAHMAN,MALE,,89,WON,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,TOTAL BALLOTS ISSUED,,,,178,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,TOTAL ELECTORATE,,,,224,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,TEMBIOH WARD,TURNOUT (%),,,,79.4,,
LOCAL AUTHORITY AREA OF KOTA TINGGI,KOTA KECHIL BARAT WARD,ALLIANCE - MCA,TAN SENG TOON,,,,WON,Y
LOCAL AUTHORITY AREA OF KOTA TINGGI,BUKIT KERAJAAN WARD,ALLIANCE - UMNO,SYED ABU BAKAR B ABDULLAH,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN MAWAI WARD,ALLIANCE - MCA,PEE HOCK CHIAM,,,,WON,Y
LOCAL AUTHORITY AREA OF KOTA TINGGI,JALAN BESAR WARD,ALLIANCE - MCA,CHIA TU SIANG,,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,INDEPENDENT,MOHD. SALLEH BIN ABDUL RAHMAN,MALE,,208,WON,
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,ALLIANCE - UMNO,AHMAD BIN HJ. MD. NOOR,MALE,,119,LOST,
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,TOTAL BALLOTS ISSUED,,,,331,,
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,TOTAL ELECTORATE,,,,405,,
LOCAL AUTHORITY AREA OF MERSING,JALAN ABDULLAH WARD,TURNOUT (%),,,,81.7,,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,ALLIANCE - UMNO,MOHD. YASSIN BIN NGAH,MALE,,95,LOST,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,INDEPENDENT,SULONG BIN TAIB,MALE,,172,WON,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,275,,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,TOTAL ELECTORATE,,,,391,,
LOCAL AUTHORITY AREA OF MERSING,KAMPONG TENGAH WARD,TURNOUT (%),,,,70.3,,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,INDEPENDENT,OTHMAN BIN HAJI ALI,MALE,,40,LOST,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,ALLIANCE - MCA,DENNIS LEONG TENG HOO,MALE,,154,WON,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,TOTAL BALLOTS ISSUED,,,,196,,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,TOTAL ELECTORATE,,,,243,,
LOCAL AUTHORITY AREA OF MERSING,KOLAM AYER WARD,TURNOUT (%),,,,77.5,,
LOCAL AUTHORITY AREA OF MERSING,SEBRANG KANAN WARD,ALLIANCE - UMNO,SULAIMAN BIN ANDAK,MALE,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,BANDAR UTARA WARD,ALLIANCE - MCA,LEE SENG KOON,,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,SEBRANG KIRI WARD,ALLIANCE - UMNO,AZIZAH BINTI AHMAD,FEMALE,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,JALAN DATO TIMOR WARD,ALLIANCE - MCA,POH SWEE TOH,,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,JALAN JEMALUANG WARD,ALLIANCE - MCA,LEONG KENG HON,,,,WON,Y
LOCAL AUTHORITY AREA OF MERSING,JALAN ISMAIL WARD,ALLIANCE - UMNO,A. GHANI BIN ALIAS,MALE,,,WON,Y
