LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE OFFICIAL SYMBOL,CANDIDATE NAME
KLANG TOWN COUNCIL,KLANG NORTH,ALLIANCE - MCA,,CHAN PENG HONG
KLANG TOWN COUNCIL,KLANG SOUTH,ALLIANCE - UMNO,,MOHD. SALLEH BIN HUSSAIN
KLANG TOWN COUNCIL,PORT SWETTENHAM,ALLIANCE - UMNO,,YAMIN BIN ABDUL KADIR
MUNICIPALITY OF KUALA LUMPUR,SENTUL,ALLIANCE - UMNO,,YAHYA BIN SHEIKH AHMAD
MUNICIPALITY OF KUALA LUMPUR,BUNGSAR,ALLIANCE - MIC,,A. THARMALINGAM
MUNICIPALITY OF KUALA LUMPUR,IMBI,ALLIANCE - MCA,SCALES,LIM HEE HONG
MUNICIPALITY OF KUALA LUMPUR,IMBI,INDEPENDENT,POT,CHUA KUNG SIEW
MUNICIPALITY OF KUALA LUMPUR,PETALING,ALLIANCE - MCA,TABLE,CHONG SHIH GUAN
MUNICIPALITY OF KUALA LUMPUR,PETALING,INDEPENDENT,TAP,TAN TUAN BOON
