LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE OFFICIAL SYMBOL,CANDIDATE NAME
TOWN COUNCIL OF SEREMBAN,LAKE,ALLIANCE - MCA,,LIM EWE LAW
TOWN COUNCIL OF SEREMBAN,LOBAK,ALLIANCE - MCA,CHANGKAT,CHONG THIN HUATT
TOWN COUNCIL OF SEREMBAN,LOBAK,LABOUR,FOWL,SATHAPPAN
TOWN COUNCIL OF SEREMBAN,RAHANG,ALLIANCE - MCA,LION,CHOONG YOON CHONG @ AKIOW
TOWN COUNCIL OF SEREMBAN,RAHANG,LABOUR,RADIO,SULAIMAN S/O SAIR ALI KHAN
TOWN COUNCIL OF SEREMBAN,TEMIANG,LABOUR,WHEEL,PAUL SIOW
TOWN COUNCIL OF SEREMBAN,TEMIANG,ALLIANCE - MCA,TEA-POT,THAM TAT MING
