LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
AULONG LOCAL COUNCIL,AULONG BARAT WARD,ALLIANCE - MCA,CHOW CHEE MING,,,161,WON,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,ALLIANCE - MCA,HO KIM HOCK,,,156,WON,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,INDEPENDENT,LIM LIAN SENG,,,130,LOST,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,INDEPENDENT,S. M. JAMES,MALE,,126,LOST,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,INDEPENDENT,TEH GEOK OOI,,,124,LOST,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,ALLIANCE - MCA,CHUAH KOK SIAH,,,150,WON,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,REJECTED BALLOT PAPERS,,,,10,,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,TOTAL ELECTORATE,,,,445,,
AULONG LOCAL COUNCIL,AULONG BARAT WARD,TURNOUT (%),,,,72,,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,ALLIANCE - MCA,LIM OY,,,242,WON,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,INDEPENDENT,TAN KHYE THONG,,,165,LOST,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,INDEPENDENT,P. RAJA PILLAI,MALE,,155,LOST,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,ALLIANCE - MCA,CHEONG KONG LEONG,,,213,WON,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,INDEPENDENT,CHIN SEONG PAN,,,160,LOST,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,ALLIANCE - MCA,KU KUAN CHONG,,,198,WON,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,13,,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,TOTAL ELECTORATE,,,,587,,
AULONG LOCAL COUNCIL,AULONG TENGAH WARD,TURNOUT (%),,,,70.3,,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,INDEPENDENT,L.KURUSAMY,MALE,,132,LOST,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,ALLIANCE - MCA,CHEW FOOK WAH,,,189,WON,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,ALLIANCE - MCA,KEE YONG THENG,,,186,WON,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,INDEPENDENT,MAH KIM FOOK,,,174,WON,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,ALLIANCE - MCA,MAH THIAM,,,160,LOST,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,INDEPENDENT,CHIN KOOI FONG,,,128,LOST,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,REJECTED BALLOT PAPERS,,,,11,,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,TOTAL ELECTORATE,,,,579,,
AULONG LOCAL COUNCIL,AULONG SELATAN WARD,TURNOUT (%),,,,60.6,,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,SF,TEAH KOK CHIN,,,224,LOST,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,ALLIANCE - MCA,LEE KIM CHANG,,,327,WON,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,ALLIANCE - MCA,LIEW CHEE MENG,,,306,WON,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,ALLIANCE - MCA,WONG KAW @ ONG YEW,,,290,WON,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,REJECTED BALLOT PAPERS,,,,12,,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,TOTAL BALLOTS ISSUED,,,,,,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,TOTAL ELECTORATE,,,,901,,
POKOK ASSAM LOCAL COUNCIL,JALAN RAJA MUDA WARD,TURNOUT (%),,,,69.4,,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,SF,TNEH CHENG CHUAN,,,263,WON,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,ALLIANCE - MCA,LOCK JIN NEO,,,249,WON,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,ALLIANCE - MCA,LEE SENG HUAT,,,244,LOST,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,ALLIANCE - MCA,LAU CHEE WAH,,,233,LOST,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,SF,WONG KUM CHONG,,,246,WON,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,SF,LIM CHENG HOE,,,244,LOST,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,REJECTED BALLOT PAPERS,,,,13,,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,TOTAL BALLOTS ISSUED,,,,,,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,TOTAL ELECTORATE,,,,782,,
POKOK ASSAM LOCAL COUNCIL,SUNGEI TUPAI WARD,TURNOUT (%),,,,68.6,,
POKOK ASSAM LOCAL COUNCIL,PASAR WARD,ALLIANCE - MCA,TONG KIM BOON,,,,WON,Y
POKOK ASSAM LOCAL COUNCIL,PASAR WARD,ALLIANCE - MCA,TAY LAM KOOI,,,,WON,Y
POKOK ASSAM LOCAL COUNCIL,PASAR WARD,ALLIANCE - MCA,ONG CHENG POH,,,,WON,Y
POKOK ASSAM LOCAL COUNCIL,SEKOLAH WARD,ALLIANCE - MCA,TAN KIM SEAH,,,,WON,Y
POKOK ASSAM LOCAL COUNCIL,SEKOLAH WARD,ALLIANCE - UMNO,WAN ABD. GHANI BIN WAN AHMAD,MALE,,,WON,Y
POKOK ASSAM LOCAL COUNCIL,SEKOLAH WARD,ALLIANCE - MCA,GOH CHOOI LENG,,,,WON,Y
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,ALLIANCE - UMNO,HJ. BASIR BIN AWANG,MALE,,80,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,INDEPENDENT,H. ZAINUDDIN BIN HJ. A. ALI,MALE,,69,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,INDEPENDENT,ZIN BIN IBRAHIM,MALE,,47,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,INDEPENDENT,A. HAMID BIN OTHMAN,MALE,,42,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,ALLIANCE - UMNO,MD. ZAIN BIN HJ. MAT SAMAN,MALE,,81,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,ALLIANCE - UMNO,MOHD. KILAN BIN MAT SAJAK,MALE,,74,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,REJECTED BALLOT PAPERS,,,,11,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,TOTAL ELECTORATE,,,,221,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG UTARA WARD,TURNOUT (%),,,,66.5,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,ALLIANCE - UMNO,A. MAJID BIN ITAM,MALE,,153,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,INDEPENDENT,BAHARI BIN MAT,MALE,,74,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,ALLIANCE - UMNO,@ BIN HASSAN,MALE,,147,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,INDEPENDENT,AHMAD BIN AHARIFF,MALE,,62,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,ALLIANCE - UMNO,MAIDIN BIN OMAR,MALE,,142,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,INDEPENDENT,YAHAYA BIN SAAD,MALE,,62,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,REJECTED BALLOT PAPERS,,,,7,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,TOTAL ELECTORATE,,,,439,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG TIMOR WARD,TURNOUT (%),,,,53.3,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,ALLIANCE - UMNO,A. RAHMAN BIN HJ. AKIL,MALE,,136,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,ALLIANCE - UMNO,BAHARI BIN ABDULLAH,MALE,,142,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,INDEPENDENT,A. RAFFAR BIN MOHD. AMIN,MALE,,39,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,INDEPENDENT,IBRAHIM BIN HUSSIN,MALE,,37,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,INDEPENDENT,ABDULLAH BIN HUSSIN,MALE,,56,LOST,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,ALLIANCE - UMNO,SAM SUDDAN BIN YEOP,MALE,,131,WON,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,REJECTED BALLOT PAPERS,,,,3,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,TOTAL ELECTORATE,,,,413,,
KAMPONG PINANG LOCAL COUNCIL,KAMPONG PINANG SELATAN WARD,TURNOUT (%),,,,47.7,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,ALLIANCE - MCA,LU LEE KUAN,,,10,LOST DEPOSIT,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,ALLIANCE - MCA,LAU KUAY,,,14,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,SF,LAU CHIEW,,,39,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,PPP,MONG CHU,,,71,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,PPP,WONG CHONG SANG,,,56,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,REJECTED BALLOT PAPERS,,,,6,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,TOTAL ELECTORATE,,,,120,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI UTARA WARD,TURNOUT (%),,,,95.8,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,ALLIANCE - MCA,LEE KUAN,,,12,LOST DEPOSIT,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,ALLIANCE - MCA,LEE KA PEONG,,,11,LOST DEPOSIT,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,SF,LOW SEN,,,43,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,SF,LAW KYOK,,,32,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,PPP,LEE KWAI BOW,,,75,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,PPP,FOON WAH,,,63,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,REJECTED BALLOT PAPERS,,,,7,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,TOTAL ELECTORATE,,,,138,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TIMOR WARD,TURNOUT (%),,,,94.9,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,ALLIANCE - MCA,YAU YOON SING,,,29,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,ALLIANCE - MCA,SAM YOK CHEAN,,,35,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,SF,ONG CHOOI HUP,,,66,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,PPP,KOH CHOK WAH,,,55,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,PPP,CHOOI YOONG SENG,,,38,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,REJECTED BALLOT PAPERS,,,,5,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,TOTAL ELECTORATE,,,,151,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI TENGAH WARD,TURNOUT (%),,,,90.1,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,ALLIANCE - MCA,YU AH TECK,,,19,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,ALLIANCE - MIC,KRISHNAN,MALE,,27,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,INDEPENDENT,LAI CHIU,,,43,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,PPP,CHAN PIU,,,86,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,PPP,LEE KWAI,,,78,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,REJECTED BALLOT PAPERS,,,,4,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,TOTAL ELECTORATE,,,,170,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI BARAT WARD,TURNOUT (%),,,,86.5,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,ALLIANCE - MCA,AU AH KOW,,,26,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,ALLIANCE - MCA,CHEW YANG WOO,,,29,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,INDEPENDENT,LOH CHONG CHENG,,,35,LOST,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,PPP,KRISHNAN GOVINDASAMY,MALE,,59,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,PPP,CHAN MUN HENG,,,50,WON,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,REJECTED BALLOT PAPERS,,,,0,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,TOTAL ELECTORATE,,,,130,,
LIMAN KATI LOCAL COUNCIL,LIMAN KATI SELATAN WARD,TURNOUT (%),,,,86.9,,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,ALLIANCE - MCA,CHEN FOOK CHIN,,,561,LOST,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,ALLIANCE - MCA,GOH KHOON TIEW @ GOH AH SIEW,,,588,LOST,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,ALLIANCE - MCA,YIM FOOK,,,582,LOST,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,PPP,WONG KIM,,,718,WON,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,PPP,MAO SIAK NYIN,,,670,WON,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,PPP,MAH POI KING,,,680,WON,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,REJECTED BALLOT PAPERS,,,,28,,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,TOTAL ELECTORATE,,,,1552,,
SUNGEI SIPUT LOCAL COUNCIL,SUNGEI BULOH WARD,TURNOUT (%),,,,84.5,,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,ALLIANCE - MCA,YEW KIT LING,,,433,WON,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,PPP,G. PERUMAL,MALE,,310,LOST,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,ALLIANCE - MCA,H. CHEONG SIN,,,440,WON,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,PPP,M. MUNIANDY,MALE,,317,LOST,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,ALLIANCE - MIC,VELAUTHAN V.,MALE,,438,WON,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,PPP,SOO PUN KO,,,304,LOST,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,REJECTED BALLOT PAPERS,,,,62,,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,TOTAL ELECTORATE,,,,1070,,
SUNGEI SIPUT LOCAL COUNCIL,KAMUNING WARD,TURNOUT (%),,,,76.4,,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,PPP,G. PERUMAL,MALE,,123,LOST,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,SEE KHOON LIM,,,680,WON,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,CHAN KAH CHOY,,,645,WON,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,PPP,CHIN CHOON,,,134,LOST,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,PPP,EDWARD PAUL,,,136,LOST,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,KOK HENG THONG,,,601,WON,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,REJECTED BALLOT PAPERS,,,,25,,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,TOTAL ELECTORATE,,,,991,,
SUNGEI SIPUT LOCAL COUNCIL,PEKAN WARD,TURNOUT (%),,,,82,,
SUNGEI SIPUT LOCAL COUNCIL,LINTANG WARD,PPP,YEP SWEE CHONG,,,599,WON,
SUNGEI SIPUT LOCAL COUNCIL,LINTANG WARD,SF,LIEW CHAN,,,62,LOST,
