LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
DAERAH PERINGAT LOCAL COUNCIL,PERINGAT WARD,ALLIANCE - UMNO,CHE MAT BIN CHE NIK,MALE,,359,LOST,
DAERAH PERINGAT LOCAL COUNCIL,PERINGAT WARD,REJECTED BALLOT PAPERS,,,,64,,
DAERAH PERINGAT LOCAL COUNCIL,PERINGAT WARD,TOTAL BALLOTS ISSUED,,,,,,
DAERAH PERINGAT LOCAL COUNCIL,PERINGAT WARD,TOTAL ELECTORATE,,,,1144,,
DAERAH PERINGAT LOCAL COUNCIL,PERINGAT WARD,TURNOUT (%),,,,80.6,,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,ALLIANCE - UMNO,HAJI AB. LATIFF B. SULAIMAN,MALE,,339,LOST,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,PMIP,HANAPI B ALI,MALE,,386,WON,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,PMIP,IBRAHIM B. MAJID,MALE,,387,WON,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,ALLIANCE - UMNO,MUHAMMAD B. HJ. MAT DIAH,MALE,,337,LOST,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,PMIP,MAHMOOD B. MERAH,MALE,,375,WON,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,ALLIANCE - UMNO,MUHAMAD B. MAJID,MALE,,329,LOST,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,REJECTED BALLOT PAPERS,,,,30,,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,TOTAL BALLOTS ISSUED,,,,,,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,TOTAL ELECTORATE,,,,954,,
DAERAH PERINGAT LOCAL COUNCIL,PADANG KALA WARD,TURNOUT (%),,,,79.7,,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,PMIP,CHE DIN B. CHE IBRAHIM,MALE,,651,WON,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,ALLIANCE - UMNO,MD. YAACOB B. CHE SULAIMAN,MALE,,223,LOST,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,PMIP,NAWANG B. MUDA,MALE,,652,WON,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,ALLIANCE - UMNO,AWANG B. MEHAK,MALE,,222,LOST,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,ALLIANCE - UMNO,MAT YASIN B. MAT,MALE,,212,LOST,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,PMIP,MOHAMMAD B. JUSOH,MALE,,638,WON,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,REJECTED BALLOT PAPERS,,,,67,,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,TOTAL BALLOTS ISSUED,,,,,,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,TOTAL ELECTORATE,,,,1167,,
DAERAH PERINGAT LOCAL COUNCIL,BECHAH MULONG WARD,TURNOUT (%),,,,82.2,,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,PMIP,MEGAT YAMAN BIN MEGAT CHIK,MALE,,565,WON,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,ALLIANCE - UMNO,IBRAHIM BIN KUNDOR,MALE,,477,LOST,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,ALLIANCE - UMNO,CHE DAUD BIN CHE SOH,MALE,,489,LOST,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,PMIP,HAMZAH BIN OTHMAN,MALE,,573,WON,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,ALLIANCE - UMNO,ABD. MAJIID BIN MAT ADAM,MALE,,481,LOST,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,PMIP,MAMAT BIN ISMAIL,MALE,,554,WON,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,REJECTED BALLOT PAPERS,,,,31,,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,TOTAL BALLOTS ISSUED,,,,,,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,TOTAL ELECTORATE,,,,1259,,
DAERAH PERINGAT LOCAL COUNCIL,MELOR WARD,TURNOUT (%),,,,87.8,,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,ALLIANCE - UMNO,SALLEH BIN MOHAMAD,MALE,,49,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,ALLIANCE - UMNO,AWANG BIN HJ. AB. MAJID,MALE,,54,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,ALLIANCE - UMNO,AB. LATIFF BIN ISMAIL,MALE,,52,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,PMIP,DAUD BIN AHMAD,MALE,,80,WON,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,PMIP,HJ. ABDULLAH BIN ISMAIL,MALE,,78,WON,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,PMIP,JUNOH B. HAMAT,MALE,,77,WON,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,REJECTED BALLOT PAPERS,,,,3,,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,TOTAL ELECTORATE,,,,147,,
JELAWAT LOCAL COUNCIL,JELAWAT BARAT WARD,TURNOUT (%),,,,93.2,,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,ALLIANCE - UMNO,JAAFAR BIN MUHAMAD,MALE,,131,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,ALLIANCE - UMNO,WAN AHMAD BIN WAN SALLEH,MALE,,126,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,ALLIANCE - MCA,KANG EE SENG,,,125,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,PMIP,MUKHTAR B. HJ. AHMAD,MALE,,76,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,PMIP,MAHMOOD BIN MUSTAFA,MALE,,69,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,PMIP,DAUD BIN OMAR,MALE,,68,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,REJECTED BALLOT PAPERS,,,,2,,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,TOTAL ELECTORATE,,,,230,,
JELAWAT LOCAL COUNCIL,JELAWAT TENGAH WARD,TURNOUT (%),,,,88.7,,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,ALLIANCE - UMNO,TALIB BIN SULONG,MALE,,29,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,ALLIANCE - UMNO,ABDULLAH BIN AG. BESAR,MALE,,30,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,ALLIANCE - UMNO,HAMZAH BIN AWANG KECHIK,MALE,,29,LOST,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,PMIP,HARUN BIN AWANG,MALE,,63,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,PMIP,DERAHMAN BIN AWANG,MALE,,65,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,PMIP,AB. KARIM BIN MAT,MALE,,68,WON,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,REJECTED BALLOT PAPERS,,,,3,,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,TOTAL ELECTORATE,,,,110,,
JELAWAT LOCAL COUNCIL,JELAWAT TIMOR WARD,TURNOUT (%),,,,89.1,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,ALLIANCE - UMNO,HUSSIN BIN HASSAN,MALE,,100,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,PMIP,HUSSIN BIN SU,MALE,,36,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,ALLIANCE - UMNO,PAUZI BIN AWANG KECHIK,MALE,,101,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,PMIP,ABD. HAMID BIN ISA,MALE,,31,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,ALLIANCE - UMNO,OMAR BIN AWANG KECHIK,MALE,,95,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,REJECTED BALLOT PAPERS,,,,3,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,TOTAL BALLOTS ISSUED,,,,,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,TOTAL ELECTORATE,,,,161,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HILIR WARD,TURNOUT (%),,,,84.5,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,ALLIANCE - UMNO,CHE OMAR BIN CHE YAHYA,MALE,,85,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,PMIP,ISMAIL BIN AWANG,MALE,,46,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,ALLIANCE - UMNO,MOHAMMAD BIN IDRIS,MALE,,86,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,PMIP,AWANG BIN MAMAT,MALE,,42,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,PMIP,NIK JAFFAR BIN NIK AHMAD,MALE,,45,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,ALLIANCE - UMNO,HAJI YAACOB BIN OTHMAN,MALE,,90,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,REJECTED BALLOT PAPERS,,,,1,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,TOTAL BALLOTS ISSUED,,,,,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,TOTAL ELECTORATE,,,,146,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU HULU WARD,TURNOUT (%),,,,91.1,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,PMIP,MOHAMED BIN OTHMAN,MALE,,46,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,ALLIANCE - MCA,TEO HIANG KWEE,,,91,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,ALLIANCE - UMNO,CHE COB BIN MUSTAPHA,MALE,,98,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,PMIP,HAJI ABAS BIN HAJI ABDULLAH,MALE,,44,LOST,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,ALLIANCE - MCA,TEO KEE TIOK,,,87,WON,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,REJECTED BALLOT PAPERS,,,,2,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,TOTAL BALLOTS ISSUED,,,,,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,TOTAL ELECTORATE,,,,156,,
WAKAF BHARU LOCAL COUNCIL,WAKAF BHARU KEDAI WARD,TURNOUT (%),,,,88.5,,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,ALLIANCE - UMNO,ALI BIN AHMAD,MALE,,14,LOST,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,ALLIANCE - UMNO,ABD. RASHID BIN YAACOB,MALE,,14,LOST,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,ALLIANCE - UMNO,ABDULLAH BIN IBRAHIM,MALE,,15,LOST,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,PMIP,NOH BIN MAT ALI,MALE,,64,WON,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,PMIP,ABD. RAHMAN BIN OMAR,MALE,,63,WON,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,PMIP,HAMAT BIN AWANG,MALE,,62,WON,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,REJECTED BALLOT PAPERS,,,,1,,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,TOTAL BALLOTS ISSUED,,,,,,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,TOTAL ELECTORATE,,,,98,,
GUAL PERIOK LOCAL COUNCIL,KAMPONG LUAR WARD,TURNOUT (%),,,,80.6,,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,ALLIANCE - UMNO,DAUD BIN AWANG,MALE,,24,LOST,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,ALLIANCE - UMNO,GHAZALI BIN IBRAHIM,MALE,,24,LOST,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,ALLIANCE - UMNO,YAACOB BIN SULONG,MALE,,24,LOST,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,PMIP,HASSAN BIN MAHMUD,MALE,,25,WON,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,PMIP,OMAR BIN OTHMAN,MALE,,26,WON,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,PMIP,C. LAH BIN H.C. LEH,MALE,,26,WON,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,REJECTED BALLOT PAPERS,,,,2,,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,TOTAL BALLOTS ISSUED,,,,,,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,TOTAL ELECTORATE,,,,55,,
GUAL PERIOK LOCAL COUNCIL,GUAL NIBONG WARD,TURNOUT (%),,,,91,,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,PMIP,ABD. RAHMAN BIN MOHAMAD,MALE,,57,WON,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,PMIP,AHMAD BIN DAUD,MALE,,59,WON,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,PMIP,WAN AHMAD B. WAN YACOB,MALE,,55,LOST,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,ALLIANCE - UMNO,ADAM BIN AWANG,MALE,,55,LOST,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,ALLIANCE - UMNO,AB. RAHMAN BIN DAUD,MALE,,56,WON,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,ALLIANCE - UMNO,HARUN BIN BESAR,MALE,,50,LOST,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,REJECTED BALLOT PAPERS,,,,1,,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,TOTAL BALLOTS ISSUED,,,,,,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,TOTAL ELECTORATE,,,,127,,
GUAL PERIOK LOCAL COUNCIL,KEDAI GUAL PERIOK WARD,TURNOUT (%),,,,88.2,,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,PMIP,SYED IBRAHIM BIN SYED MOHAMED,MALE,,48,LOST,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,PMIP,SYED AB. RAHMAN BIN SYED TIMON,MALE,,48,LOST,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,PMIP,HASSAN BIN TAHIR,MALE,,46,LOST,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,ALLIANCE - UMNO,MOHD. AMIN BIN ABDULLAH,MALE,,60,WON,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,ALLIANCE - UMNO,SD. ABDULLAH BIN SD. AHMAD,MALE,,53,WON,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,ALLIANCE - UMNO,MOHAMED BIN HARUN,MALE,,55,WON,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,REJECTED BALLOT PAPERS,,,,1,,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,TOTAL BALLOTS ISSUED,,,,,,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,TOTAL ELECTORATE,,,,156,,
RANTAU PANJANG LOCAL COUNCIL,KEDAI LAMA WARD,TURNOUT (%),,,,68.6,,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,ALLIANCE - UMNO,JAFFAR BIN SAAMAH,MALE,,151,WON,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,ALLIANCE - UMNO,CHE SEMAN BIN CHE AWANG,MALE,,149,WON,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,ALLIANCE - UMNO,HASSAN BIN CHE AWANG,MALE,,151,WON,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,PMIP,ISMAIL BIN AB. RAHMAN,MALE,,95,LOST,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,PMIP,WAN IBRAHIM BIN ABDULLAH,MALE,,99,LOST,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,PMIP,JUSOH BIN TAIB,MALE,,94,LOST,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,REJECTED BALLOT PAPERS,,,,5,,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,TOTAL BALLOTS ISSUED,,,,,,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,TOTAL ELECTORATE,,,,363,,
RANTAU PANJANG LOCAL COUNCIL,KUBANG CHENOK WARD,TURNOUT (%),,,,70.5,,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,ALLIANCE - MCA,KANG GIM SIANG,,,104,WON,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,ALLIANCE - UMNO,AB. HAMID BIN AB. RAZAK,MALE,,106,WON,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,ALLIANCE - UMNO,WAN MAHMOOD BIN WAN KONOK,MALE,,104,WON,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,PMIP,WAN DAUD BIN WAN SEMAN,MALE,,54,LOST,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,PMIP,ISMAIL BIN AWANG KECHIK,MALE,,51,LOST,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,PMIP,ABDULLAH BIN AWANG,MALE,,50,LOST,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,REJECTED BALLOT PAPERS,,,,2,,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,TOTAL BALLOTS ISSUED,,,,,,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,TOTAL ELECTORATE,,,,216,,
RANTAU PANJANG LOCAL COUNCIL,TEPI SUNGAI GOLOK WARD,TURNOUT (%),,,,74.5,,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,ALLIANCE - UMNO,CHE YA BIN DERIS,MALE,,89,WON,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,PMIP,SULAIMAN BIN ETAH,MALE,,70,LOST,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,ALLIANCE - UMNO,ZAKARIA BIN A. KADIR,MALE,,88,WON,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,ALLIANCE - UMNO,MOHD. ALI BIN SULAIMAN,MALE,,89,WON,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,PMIP,MOHD. BIN LATIF,MALE,,67,LOST,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,PMIP,ABD. HAMID BIN ABDULLAH,MALE,,65,LOST,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,REJECTED BALLOT PAPERS,,,,3,,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,TOTAL ELECTORATE,,,,189,,
BERTAM LOCAL COUNCIL,BERTAM TENGAH WARD,TURNOUT (%),,,,86.8,,
BERTAM LOCAL COUNCIL,BERTAM HILIR WARD,PMIP,SAAD BIN HASSAN,MALE,,52,LOST,
BERTAM LOCAL COUNCIL,BERTAM HILIR WARD,ALLIANCE - UMNO,MINAH BT DERIS,FEMALE,,83,WON,
BERTAM LOCAL COUNCIL,BERTAM HILIR WARD,PMIP,ABDULLAH BIN HAMAT,MALE,,48,LOST,
