LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,ALLIANCE - UMNO,JOHARI BIN AHMAD,MALE,,,WON,Y
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,ALLIANCE - UMNO,HAJI IBRAHIM BIN AWANG AHMAD,MALE,,,WON,Y
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,REJECTED BALLOT PAPERS,,,,,,
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,TOTAL ELECTORATE,,,,,,
ANAK BUKIT LOCAL COUNCIL,SELATAN WARD,TURNOUT (%),,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,ALLIANCE - UMNO,NASIR BIN AHMAD,MALE,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,ALLIANCE - UMNO,LEBAI HASHIM BIN ARIFFIN,MALE,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,ALLIANCE - UMNO,HAMID BIN ARIFFIN,MALE,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,REJECTED BALLOT PAPERS,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,TOTAL ELECTORATE,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU UTARA WARD,TURNOUT (%),,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,ALLIANCE - MCA,ONG TECK HIONG,,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,ALLIANCE - MCA,LIM CHU FANG,,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,ALLIANCE - MCA,LIM HEE TOI,,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,REJECTED BALLOT PAPERS,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,TOTAL ELECTORATE,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU TENGAH WARD,TURNOUT (%),,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,ALLIANCE - UMNO,ALI BIN IDRIS,MALE,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,ALLIANCE - MCA,CHONG KOO KEE,,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,ALLIANCE - MCA,CHONG OON,,,,WON,Y
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,REJECTED BALLOT PAPERS,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,TOTAL ELECTORATE,,,,,,
BUKIT SELAMBAU LOCAL COUNCIL,BUKIT SELAMBAU SELATAN WARD,TURNOUT (%),,,,,,
LUNAS LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,SOON CHENG LEONG,,,,WON,Y
LUNAS LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,CHIN MENG GOH,,,,WON,Y
LUNAS LOCAL COUNCIL,PEKAN WARD,ALLIANCE - MCA,YOW CHUAN BOK,,,,WON,Y
LUNAS LOCAL COUNCIL,PEKAN WARD,REJECTED BALLOT PAPERS,,,,,,
LUNAS LOCAL COUNCIL,PEKAN WARD,TOTAL BALLOTS ISSUED,,,,,,
LUNAS LOCAL COUNCIL,PEKAN WARD,TOTAL ELECTORATE,,,,,,
LUNAS LOCAL COUNCIL,PEKAN WARD,TURNOUT (%),,,,,,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,ALLIANCE - MCA,LEE ENG TEONG,,,210,WON,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,ALLIANCE - MCA,TAN CHON TIN,,,206,WON,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,ALLIANCE - MCA,LOH HEOW HUAH,,,203,WON,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,SF,SIM SIEW SAN,,,126,LOST,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,SF,KHOR HUN SENG,,,124,LOST,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,SF,LIM WENG KEANG,,,121,LOST,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,REJECTED BALLOT PAPERS,,,,2,,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,TOTAL BALLOTS ISSUED,,,,,,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,TOTAL ELECTORATE,,,,377,,
LUNAS LOCAL COUNCIL,KAMPONG BAHRU WARD,TURNOUT (%),,,,88.6,,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,ALLIANCE - MCA,LIM ENG HWA,,,191,WON,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,ALLIANCE - MCA,KHOO GNUK TIAN,,,185,WON,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,ALLIANCE - MCA,TAN GEOK PHEOW,,,184,WON,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,SF,HENG TENG GUAN,,,131,LOST,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,SF,CHIAM SIAK KIM,,,128,LOST,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,SF,BONG AH KOW,,,127,LOST,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,REJECTED BALLOT PAPERS,,,,5,,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,TOTAL BALLOTS ISSUED,,,,,,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,TOTAL ELECTORATE,,,,374,,
LUNAS LOCAL COUNCIL,KAMPONG LAMA WARD,TURNOUT (%),,,,86.6,,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,SF,SHUIB BIN ISMAIL,MALE,,37,LOST,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,PMIP,ISMAIL BIN ABD. RAZAK,MALE,,31,LOST,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,ALLIANCE - UMNO,ABDUL MANAF BIN MD. ISA,MALE,,42,WON,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,ALLIANCE - UMNO,AHMAD BIN A. MAJID,MALE,,38,LOST,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,SF,ISMAIL BIN L. DIN,MALE,,39,WON,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,PMIP,ABD. RAHMAN BIN AHMAD,MALE,,27,LOST,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,REJECTED BALLOT PAPERS,,,,1,,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,TOTAL ELECTORATE,,,,140,,
YEN LOCAL COUNCIL,SUNGEI YEN WARD,TURNOUT (%),,,,80.7,,
YEN LOCAL COUNCIL,PANTAI WARD,SF,LOO LIAN CHIANG,,,140,WON,
YEN LOCAL COUNCIL,PANTAI WARD,ALLIANCE - MCA,ONG BENG CHOR,,,31,LOST,
YEN LOCAL COUNCIL,PANTAI WARD,ALLIANCE - UMNO,MANSOR BIN AHMAD,MALE,,31,LOST,
YEN LOCAL COUNCIL,PANTAI WARD,SF,CHE DIN BIN HASHIM,MALE,,136,WON,
YEN LOCAL COUNCIL,PANTAI WARD,REJECTED BALLOT PAPERS,,,,2,,
YEN LOCAL COUNCIL,PANTAI WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,PANTAI WARD,TOTAL ELECTORATE,,,,235,,
YEN LOCAL COUNCIL,PANTAI WARD,TURNOUT (%),,,,76.1,,
YEN LOCAL COUNCIL,TIMBOL WARD,PMIP,HAMZAH BIN ABDULLAH,MALE,,81,WON,
YEN LOCAL COUNCIL,TIMBOL WARD,ALLIANCE - UMNO,OTHMAN BIN HAJI AHMAD,MALE,,54,LOST,
YEN LOCAL COUNCIL,TIMBOL WARD,PMIP,HAJI RAMLI BIN HASHIM,MALE,,77,WON,
YEN LOCAL COUNCIL,TIMBOL WARD,SF,KASSIM BIN YAHAYA,MALE,,38,LOST,
YEN LOCAL COUNCIL,TIMBOL WARD,ALLIANCE - UMNO,ABU HASHIM BIN SUDIN,MALE,,48,LOST,
YEN LOCAL COUNCIL,TIMBOL WARD,REJECTED BALLOT PAPERS,,,,4,,
YEN LOCAL COUNCIL,TIMBOL WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,TIMBOL WARD,TOTAL ELECTORATE,,,,217,,
YEN LOCAL COUNCIL,TIMBOL WARD,TURNOUT (%),,,,81.5,,
YEN LOCAL COUNCIL,BUJOR WARD,SF,MOOI ENG KOH,,,50,WON,
YEN LOCAL COUNCIL,BUJOR WARD,ALLIANCE - MCA,BAN SIEW PONG,,,49,WON,
YEN LOCAL COUNCIL,BUJOR WARD,ALLIANCE - MCA,KOH SENG CHANG,,,40,LOST,
YEN LOCAL COUNCIL,BUJOR WARD,REJECTED BALLOT PAPERS,,,,3,,
YEN LOCAL COUNCIL,BUJOR WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,BUJOR WARD,TOTAL ELECTORATE,,,,123,,
YEN LOCAL COUNCIL,BUJOR WARD,TURNOUT (%),,,,78.9,,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,SF,AHMAD BIN HAJI IBRAHIM,MALE,,33,LOST,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,ALLIANCE - UMNO,ISMAIL BIN TAJUDDIN,MALE,,124,WON,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,PMIP,HAJI AHMAD BIN MEHAD,MALE,,16,LOST,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,SF,IBRAHIM BIN TUNKU ITAM,MALE,,27,LOST,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,ALLIANCE - UMNO,AHMAD BIN HASHIM,MALE,,125,WON,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,REJECTED BALLOT PAPERS,,,,6,,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,TOTAL ELECTORATE,,,,245,,
YEN LOCAL COUNCIL,LUBOK BUOY WARD,TURNOUT (%),,,,75.1,,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,ALLIANCE - UMNO,HJ. ABU BAKAR BIN HAJI SAID,MALE,,106,WON,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,SF,MD. ISA BIN BAKAR,MALE,,65,LOST,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,SF,SHAABAN BIN MD. NOOR,MALE,,66,LOST,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,ALLIANCE - UMNO,MD. ISA BIN TAIB,MALE,,98,WON,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,REJECTED BALLOT PAPERS,,,,4,,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,TOTAL ELECTORATE,,,,252,,
YEN LOCAL COUNCIL,SUNGEI TUAN MAN WARD,TURNOUT (%),,,,73,,
YEN LOCAL COUNCIL,PEKAN YEN WARD,ALLIANCE - MCA,CHOW HOCK CHOON,,,265,WON,
YEN LOCAL COUNCIL,PEKAN YEN WARD,PMIP,RAMLI BIN YAHAYA,MALE,,40,LOST,
YEN LOCAL COUNCIL,PEKAN YEN WARD,SF,MURAD BIN HJ. AHMAD,MALE,,61,LOST,
YEN LOCAL COUNCIL,PEKAN YEN WARD,INDEPENDENT,OOI SAY HUN,,,85,LOST,
YEN LOCAL COUNCIL,PEKAN YEN WARD,INDEPENDENT,TAN AH KOON,,,82,LOST,
YEN LOCAL COUNCIL,PEKAN YEN WARD,SF,MUSTAFA BIN AHMAD,MALE,,57,LOST,
YEN LOCAL COUNCIL,PEKAN YEN WARD,ALLIANCE - UMNO,AHMAD BIN ISMAIL,MALE,,221,WON,
YEN LOCAL COUNCIL,PEKAN YEN WARD,ALLIANCE - UMNO,HJ. AHMAD BIN OSMAN,MALE,,212,WON,
YEN LOCAL COUNCIL,PEKAN YEN WARD,REJECTED BALLOT PAPERS,,,,6,,
YEN LOCAL COUNCIL,PEKAN YEN WARD,TOTAL BALLOTS ISSUED,,,,,,
YEN LOCAL COUNCIL,PEKAN YEN WARD,TOTAL ELECTORATE,,,,543,,
YEN LOCAL COUNCIL,PEKAN YEN WARD,TURNOUT (%),,,,73.1,,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,ALLIANCE - MIC,VELU S/O SAMY THEVAK,MALE,,153,WON,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,ALLIANCE - MCA,NG CHIN BENG,,,156,WON,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,ALLIANCE - MCA,TEOW PENG HOE,,,153,WON,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,SF,POH SENG MING,,,121,LOST,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,SF,NG HAN SONG,,,119,LOST,
SERDANG LOCAL COUNCIL,SERDANG UTARA WARD,SF,CHUA CHOON KIAR,,,113,LOST,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,ALLIANCE - MCA,NG SOO CHEE,,,141,WON,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,ALLIANCE - MCA,NG KIM CHUA,,,137,WON,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,ALLIANCE - MCA,LIM KIM ENG,,,136,WON,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,SF,TAN POH CHEANG,,,100,LOST,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,SF,CHEW BAU KEN,,,96,LOST,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,SF,LIEW KEE,,,94,LOST,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,REJECTED BALLOT PAPERS,,,,2,,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,TOTAL BALLOTS ISSUED,,,,,,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,TOTAL ELECTORATE,,,,263,,
SERDANG LOCAL COUNCIL,COMMUNITY CENTRE WARD,TURNOUT (%),,,,91.2,,
SERDANG LOCAL COUNCIL,MARKET WARD,ALLIANCE - MCA,WONG YOK YIN,,,197,WON,
SERDANG LOCAL COUNCIL,MARKET WARD,ALLIANCE - UMNO,MD. REJAB BIN AHMAD,MALE,,197,WON,
SERDANG LOCAL COUNCIL,MARKET WARD,ALLIANCE - UMNO,YAACOB BIN HJ. YAHAYA,MALE,,198,WON,
SERDANG LOCAL COUNCIL,MARKET WARD,SF,CHONG POH LIN,,,75,LOST,
SERDANG LOCAL COUNCIL,MARKET WARD,SF,R. SUBRAMANIAM,MALE,,71,LOST,
SERDANG LOCAL COUNCIL,MARKET WARD,SF,AHMAD BIN SAUD,MALE,,70,LOST,
SERDANG LOCAL COUNCIL,MARKET WARD,REJECTED BALLOT PAPERS,,,,3,,
SERDANG LOCAL COUNCIL,MARKET WARD,TOTAL BALLOTS ISSUED,,,,,,
SERDANG LOCAL COUNCIL,MARKET WARD,TOTAL ELECTORATE,,,,323,,
SERDANG LOCAL COUNCIL,MARKET WARD,TURNOUT (%),,,,86,,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,SF,NG BAK HOOI,,,184,WON,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,SF,TAN BOON SONG,,,183,WON,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,SF,GOH AH TOK,,,182,LOST,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,ALLIANCE - UMNO,HJ. MOHAMMAD BIN HJ. MAN,MALE,,184,WON,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,ALLIANCE - MCA,TAN AH KEW,,,175,LOST,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,ALLIANCE - MCA,CHEE CHEOW WENG,,,178,LOST,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,REJECTED BALLOT PAPERS,,,,0,,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,TOTAL BALLOTS ISSUED,,,,,,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,TOTAL ELECTORATE,,,,424,,
SERDANG LOCAL COUNCIL,KAMPONG EE GUAN WARD,TURNOUT (%),,,,87.5,,
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,ALLIANCE - MCA,LOW HO SOO,,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,ALLIANCE - MCA,LEE GEAP KHIM,,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,ALLIANCE - UMNO,HAJI AHMAD B. HAJI SALLEH,MALE,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,REJECTED BALLOT PAPERS,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,TOTAL ELECTORATE,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR UTARA WARD,TURNOUT (%),,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,ALLIANCE - MCA,LEE NGAB WONG,,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,ALLIANCE - UMNO,HAJI ABDUL RAHMAN BIN AHMAD,MALE,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,ALLIANCE - MCA,CHUA PUN SAM,,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,REJECTED BALLOT PAPERS,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,TOTAL ELECTORATE,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR SELATAN WARD,TURNOUT (%),,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,ALLIANCE - MCA,OOI CHEE KENG,,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,ALLIANCE - UMNO,HAJI A. HAMID BIN HAJI AWANG,MALE,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,ALLIANCE - UMNO,MAHMOOD BIN HJ MD. ZAIN,MALE,,,WON,Y
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,REJECTED BALLOT PAPERS,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,TOTAL ELECTORATE,,,,,,
LANGGAR LOCAL COUNCIL,LANGGAR BARAT WARD,TURNOUT (%),,,,,,
JENIANG LOCAL COUNCIL,UTARA WARD,INDEPENDENT,OON KUAN HUAT,,,159,WON,
JENIANG LOCAL COUNCIL,UTARA WARD,INDEPENDENT,TAN KOAY BOO,,,158,WON,
JENIANG LOCAL COUNCIL,UTARA WARD,INDEPENDENT,TAN CHOON CHANG,,,147,WON,
JENIANG LOCAL COUNCIL,UTARA WARD,INDEPENDENT,OH AIK SENG,,,105,LOST,
JENIANG LOCAL COUNCIL,UTARA WARD,REJECTED BALLOT PAPERS,,,,4,,
JENIANG LOCAL COUNCIL,UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
JENIANG LOCAL COUNCIL,UTARA WARD,TOTAL ELECTORATE,,,,347,,
JENIANG LOCAL COUNCIL,UTARA WARD,TURNOUT (%),,,,64,,
JENIANG LOCAL COUNCIL,SELATAN WARD,ALLIANCE - UMNO,MD. ZAIN BIN AHMAD,MALE,,44,LOST,
JENIANG LOCAL COUNCIL,SELATAN WARD,ALLIANCE - MCA,KHOO MENG KIM,,,45,LOST,
JENIANG LOCAL COUNCIL,SELATAN WARD,PMIP,HASSAN BIN L. JUSOH,MALE,,85,WON,
JENIANG LOCAL COUNCIL,SELATAN WARD,PMIP,RAMLI BIN JUSOH,MALE,,87,WON,
JENIANG LOCAL COUNCIL,SELATAN WARD,PMIP,ISMAIL BIN SALLEH,MALE,,79,WON,
JENIANG LOCAL COUNCIL,SELATAN WARD,ALLIANCE - UMNO,ABDULLAH BIN OTHMAN,MALE,,42,LOST,
JENIANG LOCAL COUNCIL,SELATAN WARD,REJECTED BALLOT PAPERS,,,,4,,
JENIANG LOCAL COUNCIL,SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
JENIANG LOCAL COUNCIL,SELATAN WARD,TOTAL ELECTORATE,,,,153,,
JENIANG LOCAL COUNCIL,SELATAN WARD,TURNOUT (%),,,,89.5,,
JENIANG LOCAL COUNCIL,TIMOR WARD,ALLIANCE - MCA,DIN NOR TONG,,,49,WON,
JENIANG LOCAL COUNCIL,TIMOR WARD,PMIP,AYOB BIN HJ. LONG,MALE,,32,LOST,
JENIANG LOCAL COUNCIL,TIMOR WARD,ALLIANCE - UMNO,ABU BIN AHMAD,MALE,,54,WON,
JENIANG LOCAL COUNCIL,TIMOR WARD,ALLIANCE - UMNO,SHARIFF BIN SAID,MALE,,53,WON,
JENIANG LOCAL COUNCIL,TIMOR WARD,REJECTED BALLOT PAPERS,,,,2,,
JENIANG LOCAL COUNCIL,TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
JENIANG LOCAL COUNCIL,TIMOR WARD,TOTAL ELECTORATE,,,,106,,
JENIANG LOCAL COUNCIL,TIMOR WARD,TURNOUT (%),,,,77.3,,
PADANG SERAI LOCAL COUNCIL,MARKET WARD,ALLIANCE - MCA,TAN PENG CHOW,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,MARKET WARD,ALLIANCE - MCA,KHOR BA HACH,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,MARKET WARD,ALLIANCE - MCA,YEOH JOO SENG,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,MARKET WARD,REJECTED BALLOT PAPERS,,,,,,
PADANG SERAI LOCAL COUNCIL,MARKET WARD,TOTAL BALLOTS ISSUED,,,,,,
PADANG SERAI LOCAL COUNCIL,MARKET WARD,TOTAL ELECTORATE,,,,,,
PADANG SERAI LOCAL COUNCIL,MARKET WARD,TURNOUT (%),,,,,,
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,ALLIANCE - MIC,SUBBIAH KRISHNASAMY,MALE,,,WON,Y
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,ALLIANCE - MIC,MUNIANDY S/O MANIKAM,MALE,,,WON,Y
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,ALLIANCE - MCA,ONG KEAN HOOI,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,REJECTED BALLOT PAPERS,,,,,,
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,TOTAL BALLOTS ISSUED,,,,,,
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,TOTAL ELECTORATE,,,,,,
PADANG SERAI LOCAL COUNCIL,BALAI POLIS WARD,TURNOUT (%),,,,,,
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,ALLIANCE - MIC,K.S. MUTHU S/O SINNIAH,MALE,,,WON,Y
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,ALLIANCE - MCA,LIM PENG CHENG,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,ALLIANCE - MCA,SEE YEW WAH,,,,WON,Y
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,REJECTED BALLOT PAPERS,,,,,,
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,TOTAL BALLOTS ISSUED,,,,,,
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,TOTAL ELECTORATE,,,,,,
PADANG SERAI LOCAL COUNCIL,SEKOLAH CHINA WARD,TURNOUT (%),,,,,,
SIMPANG TIGA LOCAL COUNCIL,BARAT WARD,ALLIANCE - MCA,ANG LEE YET,,,91,WON,
SIMPANG TIGA LOCAL COUNCIL,BARAT WARD,INDEPENDENT,MAHMUD BIN ISMAIL,MALE,,32,LOST,
SIMPANG TIGA LOCAL COUNCIL,BARAT WARD,ALLIANCE - MCA,OOI CHENG PHO,,,87,WON,
