LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,ALLIANCE - MCA,KHOONG CHOONG CHEONG,,,287,WON,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,ALLIANCE - MCA,TONG KIM SANG,,,285,WON,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,INDEPENDENT,WONG LOOK,,,40,LOST,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,ALLIANCE - MCA,LEE NUM,,,282,WON,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,ALLIANCE - MCA,CHEONG CHOONG FAH,,,263,WON,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,REJECTED BALLOT PAPERS,,,,20,,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,TOTAL BALLOTS ISSUED,,,,,,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,TOTAL ELECTORATE,,,,541,,
KAKI BUKIT LOCAL COUNCIL,PEKAN SAYOR WARD,TURNOUT (%),,,,62.4,,
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - MCA,NG MOY FATT,,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - UMNO,HAJI MAN BIN ISMAIL,MALE,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - MCA,FOO KHOK KHENG,,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - UMNO,MAN BIN MATT,MALE,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - UMNO,AHMAD BIN SALLEH,MALE,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,ALLIANCE - UMNO,MAT NOOR BIN SHARIFF,MALE,,,WON,Y
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,REJECTED BALLOT PAPERS,,,,,,
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,TOTAL BALLOTS ISSUED,,,,,,
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,TOTAL ELECTORATE,,,,,,
SIMPANG AMPAT LOCAL COUNCIL,KAYANG WARD,TURNOUT (%),,,,,,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - MCA,LIM KIM WAH,,,143,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - UMNO,MD. KASSA BIN ABBAS,MALE,,155,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - UMNO,ISMAIL BIN SALLEH,MALE,,153,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,INDEPENDENT,MEH @ HUSSIN BIN AHMAD,MALE,,40,LOST,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - MCA,FOO MOY CHIN,,,137,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - MCA,WAH POK CHUANG,,,141,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,ALLIANCE - UMNO,BAHAROM BIN OMAR,MALE,,149,WON,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,SF,HASHIM BIN ISHAK,MALE,,43,LOST,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,INDEPENDENT,OMAR BIN TAIB,MALE,,45,LOST,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,REJECTED BALLOT PAPERS,,,,4,,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,TOTAL BALLOTS ISSUED,,,,,,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,TOTAL ELECTORATE,,,,255,,
SIMPANG AMPAT LOCAL COUNCIL,SANGLANG WARD,TURNOUT (%),,,,75.6,,
