LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
CHEROH LOCAL COUNCIL,CHEROH SELATAN WARD,TOTAL ELECTORATE,,,,260,,
CHEROH LOCAL COUNCIL,CHEROH SELATAN WARD,TURNOUT (%),,,,88.9,,
DONG LOCAL COUNCIL,DONG UTARA WARD,ALLIANCE - UMNO,ABDUL HAMID B. MAT DIN,MALE,,79,WON,
DONG LOCAL COUNCIL,DONG UTARA WARD,ALLIANCE - UMNO,M. YUDIN B. M. JABAR,MALE,,93,WON,
DONG LOCAL COUNCIL,DONG UTARA WARD,ALLIANCE - UMNO,SUBOH B. PITAH,MALE,,95,WON,
DONG LOCAL COUNCIL,DONG UTARA WARD,SF,KASSIM B. H. ISMAIL,MALE,,49,LOST,
DONG LOCAL COUNCIL,DONG UTARA WARD,REJECTED BALLOT PAPERS,,,,8,,
DONG LOCAL COUNCIL,DONG UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
DONG LOCAL COUNCIL,DONG UTARA WARD,TOTAL ELECTORATE,,,,170,,
DONG LOCAL COUNCIL,DONG UTARA WARD,TURNOUT (%),,,,80,,
DONG LOCAL COUNCIL,DONG TENGAH WARD,ALLIANCE - UMNO,MANSOR B. S. PARI,MALE,,106,WON,
DONG LOCAL COUNCIL,DONG TENGAH WARD,ALLIANCE - UMNO,SHARIF B. KERIA,MALE,,111,WON,
DONG LOCAL COUNCIL,DONG TENGAH WARD,ALLIANCE - UMNO,JAANI B. M. DIN,MALE,,108,WON,
DONG LOCAL COUNCIL,DONG TENGAH WARD,SF,MOHAMED JAM B. NERAWI,MALE,,47,LOST,
DONG LOCAL COUNCIL,DONG TENGAH WARD,SF,AB. MANAN B. RAJIA,MALE,,38,LOST,
DONG LOCAL COUNCIL,DONG TENGAH WARD,SF,ARIFIN B. LATIF,MALE,,39,LOST,
DONG LOCAL COUNCIL,DONG TENGAH WARD,REJECTED BALLOT PAPERS,,,,4,,
DONG LOCAL COUNCIL,DONG TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
DONG LOCAL COUNCIL,DONG TENGAH WARD,TOTAL ELECTORATE,,,,192,,
DONG LOCAL COUNCIL,DONG TENGAH WARD,TURNOUT (%),,,,80.7,,
DONG LOCAL COUNCIL,DONG SELATAN WARD,ALLIANCE - UMNO,AHMAD BIN TAPAR,MALE,,91,WON,
DONG LOCAL COUNCIL,DONG SELATAN WARD,ALLIANCE - MCA,SU SING THYE,,,88,WON,
DONG LOCAL COUNCIL,DONG SELATAN WARD,ALLIANCE - UMNO,LABAK BIN H. ZAINUDDIN,MALE,,91,WON,
DONG LOCAL COUNCIL,DONG SELATAN WARD,SF,ABDUL MANAP BIN MALIM BONGSU,MALE,,57,LOST,
DONG LOCAL COUNCIL,DONG SELATAN WARD,SF,MOHAMAD BIN A. SAMAD,MALE,,57,LOST,
DONG LOCAL COUNCIL,DONG SELATAN WARD,SF,NAWAWI BIN M. DIN,MALE,,55,LOST,
DONG LOCAL COUNCIL,DONG SELATAN WARD,REJECTED BALLOT PAPERS,,,,2,,
DONG LOCAL COUNCIL,DONG SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
DONG LOCAL COUNCIL,DONG SELATAN WARD,TOTAL ELECTORATE,,,,187,,
DONG LOCAL COUNCIL,DONG SELATAN WARD,TURNOUT (%),,,,80.8,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,ALLIANCE - MCA,WONG SAM NAM,,,250,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,ALLIANCE - MCA,LOH MENG SENG,,,255,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,ALLIANCE - MCA,LEE YEW LAI,,,253,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,SF,NGAN NGEE YEW,,,119,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,SF,LEE SOW THONG,,,113,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,SF,NG YEW MING,,,99,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,REJECTED BALLOT PAPERS,,,,7,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,TOTAL ELECTORATE,,,,442,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN BARAT WARD,TURNOUT (%),,,,86.4,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,ALLIANCE - MCA,LEE TENG HONG,,,328,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,ALLIANCE - MCA,THAM MENG HEE,,,319,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,ALLIANCE - MCA,WONG SWEE YING,,,313,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,SF,NING POH,,,99,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,SF,LOH THYE HING,,,87,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,SF,CHEAH KONG,,,80,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,REJECTED BALLOT PAPERS,,,,6,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,TOTAL ELECTORATE,,,,534,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TENGAH WARD,TURNOUT (%),,,,81.3,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,ALLIANCE - MCA,HOW MAN,,,265,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,ALLIANCE - MCA,KOH YEW KAM,,,268,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,ALLIANCE - MCA,YEE SIEW CHOON,,,258,WON,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,SF,CHEW MAN,,,104,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,SF,LEE SENG POI,,,91,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,SF,SHIEW YAT CHOW,,,83,LOST,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,REJECTED BALLOT PAPERS,,,,8,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,TOTAL ELECTORATE,,,,448,,
SUNGEI RUAN LOCAL COUNCIL,SUNGEI RUAN TIMOR WARD,TURNOUT (%),,,,85.5,,
TRAS LOCAL COUNCIL,TRAS BARAT WARD,ALLIANCE - MCA,KWONG KWEI THONG,,,,WON,Y
TRAS LOCAL COUNCIL,TRAS BARAT WARD,ALLIANCE - MCA,CHAI MOOI FATT,,,,WON,Y
TRAS LOCAL COUNCIL,TRAS BARAT WARD,ALLIANCE - MCA,YONG YET CHONG,,,,WON,Y
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,ALLIANCE - MCA,FUI BOON CHAN,,,65,WON,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,ALLIANCE - MCA,THAM MENG KEE,,,62,WON,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,ALLIANCE - MCA,LEE POW,,,66,WON,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,SF,WONG KIT DONG,,,43,LOST,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,REJECTED BALLOT PAPERS,,,,0,,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,TOTAL ELECTORATE,,,,126,,
TRAS LOCAL COUNCIL,TRAS TENGAH WARD,TURNOUT (%),,,,87.3,,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,ALLIANCE - MCA,LIEW CHO,,,100,WON,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,ALLIANCE - MCA,LAW AH PAK,,,99,WON,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,ALLIANCE - MCA,KONG SANG,,,99,WON,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,SF,CHAN TENG CHONG,,,19,LOST,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,REJECTED BALLOT PAPERS,,,,3,,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,TOTAL ELECTORATE,,,,158,,
TRAS LOCAL COUNCIL,TRAS UTARA WARD,TURNOUT (%),,,,79.1,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,ALLIANCE - MCA,CHONG CHAN,,,77,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,ALLIANCE - MCA,WONG SENG CHOO,,,80,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,ALLIANCE - MCA,CHANG CHEE CHIONG,,,74,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,SF,CHAN AH SOO,,,50,LOST,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,SF,LU YAN YAU,,,43,LOST,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,REJECTED BALLOT PAPERS,,,,3,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,TOTAL ELECTORATE,,,,146,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI BARAT WARD,TURNOUT (%),,,,87.7,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,ALLIANCE - MCA,LOW SEE,,,65,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,ALLIANCE - MCA,WONG HENG WAN,,,70,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,ALLIANCE - MCA,CHAW YOO WAH,,,67,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,SF,CHEAH SAW,,,32,LOST,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,REJECTED BALLOT PAPERS,,,,3,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,TOTAL ELECTORATE,,,,120,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI UTARA WARD,TURNOUT (%),,,,85,,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI SELATAN WARD,ALLIANCE - MCA,LEE THOW,,,73,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI SELATAN WARD,ALLIANCE - MCA,HON YUEN,,,75,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI SELATAN WARD,ALLIANCE - MCA,TEAM CHAN,,,71,WON,
BUKIT TINGGI LOCAL COUNCIL,BUKIT TINGGI SELATAN WARD,SF,KHOO SANG,,,40,LOST,
