LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,ALLIANCE - UMNO,HAJI MOHD. SALLEH KST,MALE,,96,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,ALLIANCE - UMNO,ABD. AZIZ BIN RENTAH,MALE,,113,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,INDEPENDENT,ISMAIL BIN  A. RAHMAN,MALE,,60,LOST,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,ALLIANCE - UMNO,A. HAMID BIN HJ. A. TALIB,MALE,,100,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,REJECTED BALLOT PAPERS,,,,1,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,TOTAL ELECTORATE,,,,188,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH UTARA WARD,TURNOUT (%),,,,79.43,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,INDEPENDENT,POK SHAW YEONG,,,53,LOST,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,ALLIANCE - MCA,GAN SWEE CHEONG,,,94,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,ALLIANCE - MCA,NG GIOK INN,,,73,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,ALLIANCE - MCA,GAN CHEE CHIN,,,86,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,REJECTED BALLOT PAPERS,,,,3,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,TOTAL ELECTORATE,,,,160,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH SELATAN WARD,TURNOUT (%),,,,64.38,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,INDEPENDENT,ABDULLAH BIN YUSOF,MALE,,47,LOST,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,ALLIANCE - UMNO,HAJI MOHD. NOR BIN HJ. HASSAN,MALE,,103,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,INDEPENDENT,KARIM  BIN HJ. SALLEH,MALE,,34,LOST,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,ALLIANCE - UMNO,ZAKARIA BIN KAHAR,MALE,,97,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,ALLIANCE - MCA,GAN KHOI HOCK,,,97,WON,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,REJECTED BALLOT PAPERS,,,,1,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,TOTAL ELECTORATE,,,,154,,
TANJONG IPOH LOCAL COUNCIL,TANJONG IPOH TIMOR WARD,TURNOUT (%),,,,82,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,SF,CHOK SOON,,,81,LOST,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,ALLIANCE - MCA,TAY LEONG HEE,,,121,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,SF,CHONG TUCK SHING,,,81,LOST,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,ALLIANCE - MCA,GAN ENG KWEE,,,138,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,ALLIANCE - MCA,HO WAH ENG,,,89,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,REJECTED BALLOT PAPERS,,,,1,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,TOTAL ELECTORATE,,,,288,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL BARAT WARD,TURNOUT (%),,,,59.14,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,ALLIANCE - MCA,WANG HO HOK,,,122,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,ALLIANCE - MCA,SEW KIN BON,,,110,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,INDEPENDENT,LAW KENG CHOON,,,88,LOST,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,ALLIANCE - MCA,WONG GEE NAM,,,91,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,REJECTED BALLOT PAPERS,,,,3,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,TOTAL ELECTORATE,,,,227,,
JOHOL/AYER MAWANG LOCAL COUNCIL,JOHOL TIMOR WARD,TURNOUT (%),,,,60.79,,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,SF,TAN FOT LAN,,,104,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,ALLIANCE - MCA,LAN YEE BENG,,,85,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,ALLIANCE - MCA,LOI NAM SOON,,,79,LOST,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,SF,AH SOON,,,81,WON,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,ALLIANCE - MCA,SIA BOON TIANG,,,64,LOST,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,REJECTED BALLOT PAPERS,,,,6,,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,TOTAL BALLOTS ISSUED,,,,,,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,TOTAL ELECTORATE,,,,231,,
JOHOL/AYER MAWANG LOCAL COUNCIL,AYER MAWANG WARD,TURNOUT (%),,,,60.46,,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,INDEPENDENT,LIEW CHAI SOO,,,17,LOST,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,ALLIANCE - MCA,WONG FATT,,,47,LOST,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,SF,HOR YEE,,,118,WON,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,ALLIANCE - MCA,CHENG YANG HEE,,,50,LOST,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,SF,LEE AH KOW,,,119,WON,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,SF,WONG HON CHAI,,,117,WON,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,ALLIANCE - MCA,SIOW SIONG,,,52,LOST,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,REJECTED BALLOT PAPERS,,,,0,,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,TOTAL ELECTORATE,,,,260,,
RASAH LOCAL COUNCIL,RASAH UTARA WARD,TURNOUT (%),,,,68,,
RASAH LOCAL COUNCIL,TONG FONG WARD,ALLIANCE - MCA,WONG TIN,,,124,WON,
RASAH LOCAL COUNCIL,TONG FONG WARD,SF,LIM KHIONG,,,108,LOST,
RASAH LOCAL COUNCIL,TONG FONG WARD,SF,PHANG CHEE KEWW,,,104,LOST,
RASAH LOCAL COUNCIL,TONG FONG WARD,ALLIANCE - MCA,NG CHOON HWA,,,127,WON,
RASAH LOCAL COUNCIL,TONG FONG WARD,SF,PHANG JOON WEI,,,111,LOST,
RASAH LOCAL COUNCIL,TONG FONG WARD,ALLIANCE - MCA,FOO CHEN FATT,,,121,WON,
RASAH LOCAL COUNCIL,TONG FONG WARD,REJECTED BALLOT PAPERS,,,,0,,
RASAH LOCAL COUNCIL,TONG FONG WARD,TOTAL BALLOTS ISSUED,,,,,,
RASAH LOCAL COUNCIL,TONG FONG WARD,TOTAL ELECTORATE,,,,343,,
RASAH LOCAL COUNCIL,TONG FONG WARD,TURNOUT (%),,,,68.8,,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,ALLIANCE - MCA,PANG TOK,,,97,LOST,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,SF,LAI HONG WUN,,,167,WON,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,ALLIANCE - MCA,CHONG CHEE,,,103,LOST,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,SF,YAP FUA,,,167,WON,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,ALLIANCE - MCA,YAP KIM CHOO,,,101,LOST,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,SF,FOO THIAN,,,160,WON,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,REJECTED BALLOT PAPERS,,,,0,,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,TOTAL ELECTORATE,,,,368,,
RASAH LOCAL COUNCIL,RASAH SELATAN WARD,TURNOUT (%),,,,73.91,,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,ALLIANCE - MCA,CHOO VOON SIN,,,129,WON,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,SF,CHONG FEW YING,,,119,LOST,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,ALLIANCE - MCA,CHONG KANG SIOW,,,140,WON,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,SF,WONG CHING,,,124,LOST,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,SF,HEE LIP FONG,,,126,WON,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,ALLIANCE - MCA,SOON FOO WAN,,,120,LOST,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,REJECTED BALLOT PAPERS,,,,18,,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,TOTAL BALLOTS ISSUED,,,,,,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,TOTAL ELECTORATE,,,,357,,
RAHANG LOCAL COUNCIL,PEKAN RAHANG WARD,TURNOUT (%),,,,72.46,,
RAHANG LOCAL COUNCIL,ON LOK WARD,ALLIANCE - MCA,LUE YONG,,,125,WON,
RAHANG LOCAL COUNCIL,ON LOK WARD,SF,YONG LEE SANG,,,119,LOST,
RAHANG LOCAL COUNCIL,ON LOK WARD,ALLIANCE - MCA,CHAN CHEE ONN,,,128,WON,
RAHANG LOCAL COUNCIL,ON LOK WARD,ALLIANCE - MCA,HON YEW CHOW,,,125,WON,
RAHANG LOCAL COUNCIL,ON LOK WARD,SF,LIM KOK YOONG,,,115,LOST,
RAHANG LOCAL COUNCIL,ON LOK WARD,SF,YEW AH SEE,,,116,LOST,
RAHANG LOCAL COUNCIL,ON LOK WARD,REJECTED BALLOT PAPERS,,,,22,,
RAHANG LOCAL COUNCIL,ON LOK WARD,TOTAL BALLOTS ISSUED,,,,,,
RAHANG LOCAL COUNCIL,ON LOK WARD,TOTAL ELECTORATE,,,,351,,
RAHANG LOCAL COUNCIL,ON LOK WARD,TURNOUT (%),,,,71.23,,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,ALLIANCE - MCA,THAM YET FOH,,,139,WON,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,SF,SOONG KWOK ING,,,68,LOST,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,SF,CHOONG KWEE THIAM,,,70,LOST,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,ALLIANCE - MCA,LIEW WOH,,,137,WON,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,ALLIANCE - MCA,TIONG SION SUN,,,132,WON,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,SF,HO AH KEW,,,63,LOST,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,REJECTED BALLOT PAPERS,,,,5,,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,TOTAL BALLOTS ISSUED,,,,,,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,TOTAL ELECTORATE,,,,280,,
RAHANG LOCAL COUNCIL,HUNG FOOK WARD,TURNOUT (%),,,,73.09,,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,INDEPENDENT,FOO HIEN SEONG,,,47,LOST,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,INDEPENDENT,LEE YOK YEE,,,59,WON,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,ALLIANCE - MCA,GAN LAN CHU,,,53,LOST,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,ALLIANCE - MCA,TAN KEE,,,61,WON,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,ALLIANCE - MCA,ONG WONE,,,55,WON,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,INDEPENDENT,ONG ENG CHOON,,,52,LOST,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,INDEPENDENT,TAN BENG WAH,,,39,LOST,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,ALLIANCE - MCA,TEE KIM CHUAN,,,55,WON,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,REJECTED BALLOT PAPERS,,,,3,,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,TOTAL BALLOTS ISSUED,,,,,,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,TOTAL ELECTORATE,,,,120,,
GEDOK LOCAL COUNCIL,GEDOK UTARA WARD,TURNOUT (%),,,,88.13,,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,INDEPENDENT,LEE CHENG HON,,,44,LOST,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,INDEPENDENT,LOH SING,,,44,LOST,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,ALLIANCE - MIC,SUPPIAH N.,MALE,,58,WON,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,ALLIANCE - MCA,GAN TIONG CHOO,,,59,WON,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,INDEPENDENT,LEE LAM,,,37,LOST,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,INDEPENDENT,LEE TOW,,,37,LOST,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,ALLIANCE - MCA,TAN KAI LIN,,,51,WON,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,ALLIANCE - MCA,GAN CHEE FOH,,,53,WON,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,REJECTED BALLOT PAPERS,,,,1,,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,TOTAL BALLOTS ISSUED,,,,,,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,TOTAL ELECTORATE,,,,102,,
GEDOK LOCAL COUNCIL,GEDOK SELATAN WARD,TURNOUT (%),,,,94.13,,
