LOCAL AUTHORITY AREA,LOCAL ELECTION TYPE,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,KAMPONG DIOH,ALLIANCE - UMNO,ABDUL KADIR BIN ABDULLAH,MALE,,374,WON,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,KAMPONG DIOH,INDEPENDENT,DATOK ORANG KAYA BONGSU ABDUL JALIL BIN SULAIMAN,MALE,,357,LOST,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,KAMPONG DIOH,,TOTAL REJECTED BALLOT PAPERS,,,8,,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,KAMPONG DIOH,,TOTAL ELECTORS,,,989,,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,BUKIT TEMENSU,ALLIANCE - UMNO,MOHAMED YUSOF BIN LAL-KHAN,MALE,,374,WON,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,BUKIT TEMENSU,INDEPENDENT,MANSOR BIN ABDULLAH,MALE,,279,LOST,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,BUKIT TEMENSU,,TOTAL REJECTED BALLOT PAPERS,,,14,,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,BUKIT TEMENSU,,TOTAL ELECTORS,,,880,,
TOWN COUNCIL OF KUALA PILAH,ANNUAL ELECTION,PEKAN LAMA,ALLIANCE - UMNO,YAHAYA BIN AHMAD,MALE,,,WON,Y
