LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE OFFICIAL SYMBOL,CANDIDATE NAME
TOWN COUNCIL OF SEREMBAN,LAKE,ALLIANCE - MCA,ANCHOR,HAN HIU FONG
TOWN COUNCIL OF SEREMBAN,LAKE,PARTI NEGARA,BICYCLE,OSMAN BIN HAJI UJANG
TOWN COUNCIL OF SEREMBAN,LOBAK,LABOUR,CHANGKOL,CHEAH YEN KWEE
TOWN COUNCIL OF SEREMBAN,LOBAK,ALLIANCE - MCA,HORSE,ONG AH SAI
TOWN COUNCIL OF SEREMBAN,RAHANG,INDEPENDENT,MOTOR CYCLE,STANLEY PONNIAH
TOWN COUNCIL OF SEREMBAN,RAHANG,LABOUR,RADIO,SULAIMAN BIN SAIR ALI KHAN
TOWN COUNCIL OF SEREMBAN,TEMIANG,LABOUR,TEA POT,CHIA FOOK CHAN
TOWN COUNCIL OF SEREMBAN,TEMIANG,ALLIANCE - UMNO,STEAMER,JAMALUDIN BIN AJI
